k,mcc,f1,tp,fp,tn,fn,total
1,0.6419847751172505,0.8152656887211638,6697,1136,7072,1899,16804
3,0.7019353116109357,0.8444580526638089,6895,839,7369,1701,16804
5,0.7097209713286465,0.8500729571984436,6991,861,7347,1605,16804
7,0.7103759468166748,0.8503132412870263,6990,855,7353,1606,16804
9,0.7161887256526314,0.8540959767329133,7048,860,7348,1548,16804
11,0.7164116921144555,0.8542348237004725,7050,860,7348,1546,16804
13,0.7179734291081332,0.8552058111380145,7064,860,7348,1532,16804
