k,mcc,f1,tp,fp,tn,fn,total
1,0.44987679023791105,0.7617470906169352,7822,4119,4089,774,16804
3,0.5311301877790352,0.7918857256224581,7983,3583,4625,613,16804
5,0.5314481988976666,0.792078234802693,8059,3694,4514,537,16804
7,0.5371126145372148,0.7942216981132075,8082,3674,4534,514,16804
9,0.5423826265544082,0.7961945861122008,8118,3678,4530,478,16804
11,0.545599000475313,0.7973933068744181,8137,3676,4532,459,16804
13,0.5462345422815458,0.7976289619360212,8141,3676,4532,455,16804
