k,mcc,f1,tp,fp,tn,fn,total
1,0.535265333055069,0.7437502856359398,8137,1690,9806,3917,23550
3,0.5999362158786399,0.7704872129923465,8255,1119,10377,3799,23550
5,0.6092665151711206,0.7787389554517278,8417,1146,10350,3637,23550
7,0.6148578275902502,0.7822431633407243,8467,1127,10369,3587,23550
9,0.6157025418567327,0.7829579025110783,8481,1129,10367,3573,23550
11,0.6155777187323488,0.782825484764543,8478,1128,10368,3576,23550
13,0.6161491326039593,0.7832948777111214,8487,1129,10367,3567,23550
