k,mcc,f1,tp,fp,tn,fn,total
1,0.19249533082508719,0.6949408731217214,7816,6755,774,107,15452
3,0.22702407668881436,0.70098850471888,7836,6598,931,87,15452
5,0.22516507326027307,0.7003922267783919,7857,6656,873,66,15452
7,0.2284667546737165,0.7009225010027185,7864,6652,877,59,15452
9,0.23074675540360903,0.7012697705502339,7870,6652,877,53,15452
11,0.23496989123339476,0.7019059494121839,7881,6652,877,42,15452
13,0.23729741938624185,0.702252693437806,7887,6652,877,36,15452
