k,mcc,f1,tp,fp,tn,fn,total
1,0.45696007863328064,0.7639522897953174,7782,3995,4213,814,16804
3,0.5384411307153429,0.7945808128780683,7947,3460,4748,649,16804
5,0.5386767648711179,0.7948082829683939,8022,3568,4640,574,16804
7,0.5438751616633299,0.7968099861303745,8043,3549,4659,553,16804
9,0.5499265327056871,0.7991303058753768,8086,3555,4653,510,16804
11,0.5516891795305486,0.7998024203507039,8096,3553,4655,500,16804
13,0.5529375018441992,0.8002765022465808,8104,3553,4655,492,16804
