k,mcc,f1,tp,fp,tn,fn,total
1,0.18064248432415692,0.6925144257370959,8761,7663,793,117,17334
3,0.21707988102838155,0.6986475735879077,8782,7480,976,96,17334
5,0.21430794632724826,0.6979269887827501,8804,7547,909,74,17334
7,0.21500050325344836,0.698030200943284,8806,7547,909,72,17334
9,0.21903834629232144,0.698621454603074,8818,7548,908,60,17334
11,0.22044819669462196,0.6988276299112801,8822,7548,908,56,17334
13,0.22221977376715096,0.6990852571971647,8827,7548,908,51,17334
