k,mcc,f1,tp,fp,tn,fn,total
1,0.6422184197047032,0.8145841981458419,5887,984,6267,1696,14834
3,0.698004832494108,0.8417536534446765,6048,739,6512,1535,14834
5,0.7070620969328031,0.8482882385422419,6145,760,6491,1438,14834
7,0.7083371324639379,0.8490618101545254,6154,759,6492,1429,14834
9,0.7121107689830565,0.8514387993941898,6184,759,6492,1399,14834
11,0.7132447601937161,0.8521499828001377,6193,759,6492,1390,14834
13,0.7151367149531171,0.8533333333333334,6208,759,6492,1375,14834
