k,mcc,f1,tp,fp,tn,fn,total
1,0.3067939203928887,0.7170127795527157,8977,6563,2607,523,18670
3,0.37400694870306095,0.7362650749177732,9066,6061,3109,434,18670
5,0.36956939058103494,0.7347710630079666,9131,6223,2947,369,18670
7,0.37593354550818286,0.736571244773239,9160,6212,2958,340,18670
9,0.37800815580414,0.737133903820658,9174,6217,2953,326,18670
11,0.3787432503764998,0.7373368146214099,9178,6217,2953,322,18670
13,0.37819184382003757,0.7371846376345814,9175,6217,2953,325,18670
