k,mcc,f1,tp,fp,tn,fn,total
1,0.29116409457168974,0.7048149927919269,18334,12258,8295,3099,41986
3,0.4004995417246779,0.7416878786084966,18794,10452,10101,2639,41986
5,0.39053275404668936,0.7397732777831606,19088,11084,9469,2345,41986
7,0.40638355205424204,0.7456235476374903,19252,10955,9598,2181,41986
9,0.41071123373288926,0.7474127278344146,19355,11004,9549,2078,41986
11,0.4132823839759332,0.7483542153323424,19382,10984,9569,2051,41986
13,0.414186214660787,0.748702113287658,19397,10985,9568,2036,41986
