k,mcc,f1,tp,fp,tn,fn,total
1,0.4251237209379026,0.7539085118702953,3906,2412,1444,138,7900
3,0.47672256638888755,0.7708720759518449,3938,2235,1621,106,7900
5,0.48221604279596436,0.7721038809454334,3969,2268,1588,75,7900
7,0.48840165430211324,0.773955296404276,3982,2264,1592,62,7900
9,0.48901701523236396,0.7741183328475663,3984,2265,1591,60,7900
11,0.49025709878764456,0.7744755244755245,3987,2265,1591,57,7900
13,0.49232904884273193,0.7750703815163577,3992,2265,1591,52,7900
