k,mcc,f1,tp,fp,tn,fn,total
1,0.6859322445474588,0.8463444857496902,3415,624,3245,616,7900
3,0.7308566684722527,0.8675389408099689,3481,513,3356,550,7900
5,0.7520471560972543,0.8793592113370302,3568,516,3353,463,7900
7,0.7591977631927099,0.8832125752179786,3596,516,3353,435,7900
9,0.7700036420536749,0.8889431887599267,3638,516,3353,393,7900
11,0.7725909833242299,0.8902989627821842,3648,516,3353,383,7900
13,0.7780429978067984,0.8931353456669913,3669,516,3353,362,7900
