k,mcc,f1,tp,fp,tn,fn,total
1,0.5452179488848939,0.746326929004418,7264,1406,8912,3532,21114
3,0.603083633247127,0.7698595682246908,7346,942,9376,3450,21114
5,0.6112632696014532,0.7770727140330802,7470,960,9358,3326,21114
7,0.614978497567133,0.7796645375707535,7507,954,9364,3289,21114
9,0.616984060790966,0.7812921290054962,7534,956,9362,3262,21114
11,0.617370533627881,0.7814995333402468,7536,954,9364,3260,21114
13,0.6172054903685497,0.7813731590956233,7534,954,9364,3262,21114
