k,mcc,f1,tp,fp,tn,fn,total
1,0.32729639017262574,0.7231699808033613,9983,7081,3068,562,20694
3,0.3998311327836185,0.744708359499095,10080,6446,3703,465,20694
5,0.3975850922089841,0.7437333040582574,10162,6620,3529,383,20694
7,0.4039128638390758,0.745566889693247,10196,6610,3539,349,20694
9,0.4046882219550434,0.7457701443449662,10204,6616,3533,341,20694
11,0.40712830483657625,0.7464660116155897,10218,6614,3535,327,20694
13,0.40615530669852534,0.7461912242884805,10212,6614,3535,333,20694
