k,mcc,f1,tp,fp,tn,fn,total
1,0.2588342455834044,0.7075935481249747,8708,7027,1429,170,17334
3,0.30488824723047786,0.7180582364778841,8742,6729,1727,136,17334
5,0.3012912439951131,0.7167346938775511,8780,6842,1614,98,17334
7,0.3033739065162544,0.7171659456370908,8786,6838,1618,92,17334
9,0.30705585562283344,0.717862969004894,8801,6841,1615,77,17334
11,0.30732657080937553,0.7179152563109171,8802,6841,1615,76,17334
13,0.308682789170158,0.7181766288836336,8807,6841,1615,71,17334
