k,mcc,f1,tp,fp,tn,fn,total
1,0.643433228070458,0.8162024084661234,6710,1136,7072,1886,16804
3,0.7019971095286869,0.844215560051499,6885,830,7378,1711,16804
5,0.7106051431160603,0.8502556610664719,6984,848,7360,1612,16804
7,0.714604213707426,0.85257462459724,7012,841,7367,1584,16804
9,0.7166331287132182,0.8539871343609662,7036,846,7362,1560,16804
11,0.7189707838844458,0.8554457845930057,7057,846,7362,1539,16804
13,0.7214238605636125,0.8569699170752376,7079,846,7362,1517,16804
