k,mcc,f1,tp,fp,tn,fn,total
1,0.12469560088941536,0.6821436393348721,20245,18499,1354,368,40466
3,0.17519817768970686,0.6893202240536104,20367,18113,1740,246,40466
5,0.16260602355447953,0.6872677751811563,20439,18427,1426,174,40466
7,0.16724714657397835,0.6878518493622598,20466,18428,1425,147,40466
9,0.1724435213239261,0.6884750373641875,20499,18437,1416,114,40466
11,0.17350682663638758,0.6886082751209027,20504,18435,1418,109,40466
13,0.17533215103951333,0.6888284476679762,20514,18435,1418,99,40466
