k,mcc,f1,tp,fp,tn,fn,total
1,0.3528329788538093,0.6994695803084745,14308,7225,11365,5070,37968
3,0.45618521527104544,0.7398330938153947,14672,5613,12977,4706,37968
5,0.4577926744328098,0.7438818145642658,14955,5875,12715,4423,37968
7,0.47138746360092587,0.7506517367231919,15117,5782,12808,4261,37968
9,0.4748036133254818,0.7527313266443701,15192,5795,12795,4186,37968
11,0.4781597387535078,0.7545348808433765,15245,5786,12804,4133,37968
13,0.4811821627940608,0.7562759438624234,15304,5790,12800,4074,37968
