k,mcc,f1,tp,fp,tn,fn,total
1,0.6328177779757358,0.8189141522474855,8590,1844,8305,1955,20694
3,0.7107005210921682,0.8561827956989247,8918,1369,8780,1627,20694
5,0.7299595432373358,0.8676867686768677,9158,1406,8743,1387,20694
7,0.7365249596875082,0.8712010209386964,9216,1396,8753,1329,20694
9,0.7422422008395757,0.8743519653124705,9276,1397,8752,1269,20694
11,0.745740925383685,0.8762352941176471,9310,1395,8754,1235,20694
13,0.7487630094448319,0.8778722804379493,9341,1395,8754,1204,20694
