k,mcc,f1,tp,fp,tn,fn,total
1,0.1524390995048996,0.6876994168775443,12501,11183,921,171,24776
3,0.19753136496263213,0.6944574982722875,12561,10942,1162,111,24776
5,0.19379962365755565,0.6935483870967742,12599,11061,1043,73,24776
7,0.19570381965875228,0.6938258691403562,12603,11054,1050,69,24776
9,0.20099830019312923,0.6945063409534813,12623,11056,1048,49,24776
11,0.20295929720621986,0.6947576874415534,12630,11056,1048,42,24776
13,0.2035222077640476,0.6948294829482948,12632,11056,1048,40,24776
