k,mcc,f1,tp,fp,tn,fn,total
1,0.4231500815570215,0.7532793209876543,3905,2419,1437,139,7900
3,0.4752222884028841,0.7703442879499217,3938,2242,1614,106,7900
5,0.48073387182126104,0.7715785381026439,3969,2275,1581,75,7900
7,0.4869306147070043,0.77342915412256,3982,2271,1585,62,7900
9,0.4875474584948253,0.7735922330097087,3984,2272,1584,60,7900
11,0.48879001263494054,0.7739493351451033,3987,2272,1584,57,7900
13,0.4908661154482486,0.7745440434613892,3992,2272,1584,52,7900
