k,mcc,f1,tp,fp,tn,fn,total
1,0.46296014554334664,0.7655926029700196,6831,3431,3820,752,14834
3,0.539995173859497,0.7948703334283271,6973,2989,4262,610,14834
5,0.5425428002076009,0.7960671300220377,7044,3070,4181,539,14834
7,0.5452658574023296,0.797129294755877,7053,3060,4191,530,14834
9,0.5510836164204789,0.7994135228105791,7088,3062,4189,495,14834
11,0.5531680126616818,0.800225415610031,7100,3062,4189,483,14834
13,0.5552572487044255,0.80103621107169,7112,3062,4189,471,14834
