duration,chunk_size,window_size,hz,k,mcc
600,20,100,20,5.0,0.4620389181822041
600,20,100,20,7.0,0.4736681317202691
600,20,100,20,9.0,0.4890149677834839
600,20,100,20,11.0,0.4964773360630385
600,20,100,20,13.0,0.5007273882341783
60,10,100,60,1.0,0.1932846036106599
60,10,100,60,3.0,0.1925999809446104
60,10,100,60,5.0,0.2671504471430401
60,10,100,60,7.0,0.2732104804887983
60,10,100,60,9.0,0.3150247581693016
60,10,100,60,11.0,0.2917118477636907
60,10,100,60,13.0,0.2917118477636907
0,10,150,60,1.0,0.1980900788777362
0,10,150,60,3.0,0.3040872908264972
0,10,150,60,5.0,0.2896350312950976
0,10,150,60,7.0,0.3029157964829737
0,10,150,60,9.0,0.3053277339051575
0,10,150,60,11.0,0.3086390177700202
0,10,150,60,13.0,0.3128986359246041
60,20,1,60,1.0,0.4188375952925656
60,20,1,60,3.0,0.2994678411715598
60,20,1,60,5.0,0.3999805992869009
60,20,1,60,7.0,0.3999805992869009
60,20,1,60,9.0,0.3999805992869009
60,20,1,60,11.0,0.3999805992869009
60,20,1,60,13.0,0.3999805992869009
600,5,150,60,1.0,0.1424012469208557
600,5,150,60,3.0,0.252921825185547
600,5,150,60,5.0,0.2583735759230576
600,5,150,60,7.0,0.2687129649055104
600,5,150,60,9.0,0.2733839487826797
600,5,150,60,11.0,0.276918741409541
600,5,150,60,13.0,0.278103113062033
300,10,100,60,1.0,0.1783355883644519
300,10,100,60,3.0,0.2727213746036596
300,10,100,60,5.0,0.3179638329981394
300,10,100,60,7.0,0.3318294012507853
300,10,100,60,9.0,0.3471632318312859
300,10,100,60,11.0,0.3516247577603194
300,10,100,60,13.0,0.3721711762210192
0,20,5,40,1.0,0.4139008740253145
0,20,5,40,3.0,0.4990497078318543
0,20,5,40,5.0,0.5026022154662935
0,20,5,40,7.0,0.5123085951220107
0,20,5,40,9.0,0.5142993514990323
0,20,5,40,11.0,0.5148991377612298
0,20,5,40,13.0,0.5167751515172991
600,30,150,60,1.0,0.2977955728143623
600,30,150,60,3.0,0.3488176737971646
600,30,150,60,5.0,0.3968674923604802
600,30,150,60,7.0,0.4059283218664921
600,30,150,60,9.0,0.4166371301158675
600,30,150,60,11.0,0.4275003595774226
600,30,150,60,13.0,0.4337797736707874
300,30,5,40,1.0,0.5169057008592643
300,30,5,40,3.0,0.5012613592951864
300,30,5,40,5.0,0.5187236478365348
300,30,5,40,7.0,0.5135819293278164
300,30,5,40,9.0,0.524900982400605
300,30,5,40,11.0,0.5223260827008627
300,30,5,40,13.0,0.5336672759004761
900,10,5,60,1.0,0.189600390463637
900,10,5,60,3.0,0.2431147912630641
900,10,5,60,5.0,0.2483705788976405
900,10,5,60,7.0,0.2427291730307892
900,10,5,60,9.0,0.2408473915907978
900,10,5,60,11.0,0.2351977599241152
900,10,5,60,13.0,0.2342554964590936
300,20,10,40,1.0,0.4129532226551973
300,20,10,40,3.0,0.4164492236198706
300,20,10,40,5.0,0.4417116116042222
300,20,10,40,7.0,0.4268980512334443
300,20,10,40,9.0,0.4301454121243016
300,20,10,40,11.0,0.4240134174531585
300,20,10,40,13.0,0.4319505227493838
300,20,100,10,1.0,0.3177299540498678
300,20,100,10,3.0,0.3583552734229091
300,20,100,10,5.0,0.390303221985915
300,20,100,10,7.0,0.3988587090924841
300,20,100,10,9.0,0.4090372794505241
300,20,100,10,11.0,0.4069915549775023
300,20,100,10,13.0,0.414173921675069
600,30,1,10,1.0,0.5412379176002423
600,30,1,10,3.0,0.5583552269409451
600,30,1,10,5.0,0.5699617027338266
600,30,1,10,7.0,0.5668189653626826
600,30,1,10,9.0,0.571849492737901
600,30,1,10,11.0,0.5721642829329492
600,30,1,10,13.0,0.5772071878623207
60,30,10,60,1.0,0.4373825963225225
60,30,10,60,3.0,0.2914668650251165
60,30,10,60,5.0,0.2914668650251165
60,30,10,60,7.0,0.2914668650251165
60,30,10,60,9.0,0.2914668650251165
60,30,10,60,11.0,0.2914668650251165
60,30,10,60,13.0,0.2914668650251165
0,60,50,60,1.0,0.6134743968888691
0,60,50,60,3.0,0.6488471549332839
0,60,50,60,5.0,0.6737291321495514
0,60,50,60,7.0,0.6726759529917259
0,60,50,60,9.0,0.6827732051835831
0,60,50,60,11.0,0.6849084750012666
0,60,50,60,13.0,0.6883855194335428
60,20,1,10,1.0,0.3673133648274662
60,20,1,10,3.0,0.2497976920410536
60,20,1,10,5.0,0.3640306917873897
60,20,1,10,7.0,0.3623892999893833
60,20,1,10,9.0,0.3623892999893833
60,20,1,10,11.0,0.3623892999893833
60,20,1,10,13.0,0.3623892999893833
300,60,1,60,1.0,0.6822290369864982
300,60,1,60,3.0,0.66329091908106
300,60,1,60,5.0,0.6857564634762418
300,60,1,60,7.0,0.6922302224651848
300,60,1,60,9.0,0.7167454835845133
300,60,1,60,11.0,0.7167454835845133
300,60,1,60,13.0,0.7167454835845133
600,5,5,20,1.0,0.2352270051728136
600,5,5,20,3.0,0.3626584307222532
600,5,5,20,5.0,0.3705399679628186
600,5,5,20,7.0,0.3881311027760944
600,5,5,20,9.0,0.4005571012593257
600,5,5,20,11.0,0.4130150944239615
600,5,5,20,13.0,0.4207346943080411
300,30,150,20,1.0,0.3566568698805109
300,30,150,20,3.0,0.3791170387962466
300,30,150,20,5.0,0.4112625279809698
300,30,150,20,7.0,0.4188647521522521
300,30,150,20,9.0,0.4358375746109014
300,30,150,20,11.0,0.4350584611424552
300,30,150,20,13.0,0.4366174303529282
0,20,150,60,1.0,0.2656143389220304
0,20,150,60,3.0,0.3641214739949318
0,20,150,60,5.0,0.3762766082665706
0,20,150,60,7.0,0.3907836476567011
0,20,150,60,9.0,0.4014154825090992
0,20,150,60,11.0,0.4049511677583033
0,20,150,60,13.0,0.410991476065438
600,10,100,20,1.0,0.2298358481751391
600,10,100,20,3.0,0.3370520684200186
600,10,100,20,5.0,0.3633886297090806
600,10,100,20,7.0,0.3785255329750128
600,10,100,20,9.0,0.3860971247872317
600,10,100,20,11.0,0.3906922095418803
600,10,100,20,13.0,0.3931150984153952
900,5,100,40,1.0,0.1738170416577578
900,5,100,40,3.0,0.3018762670339165
900,5,100,40,5.0,0.2822894593453439
900,5,100,40,7.0,0.2930866630776142
900,5,100,40,9.0,0.2992565727698827
900,5,100,40,11.0,0.3024804166977714
900,5,100,40,13.0,0.3060948827654344
60,20,100,60,1.0,0.2179465682160927
60,20,100,60,3.0,0.1210598352338253
60,20,100,60,5.0,0.2466761364521996
60,20,100,60,7.0,0.2466761364521996
60,20,100,60,9.0,0.2466761364521996
60,20,100,60,11.0,0.2466761364521996
60,20,100,60,13.0,0.2466761364521996
60,5,50,20,1.0,0.1477212327923609
60,5,50,20,3.0,0.2182705648182288
60,5,50,20,5.0,0.2793212862305804
60,5,50,20,7.0,0.3079142348881202
60,5,50,20,9.0,0.3444491251207812
60,5,50,20,11.0,0.3541840049595547
60,5,50,20,13.0,0.3716578355876863
300,20,50,10,1.0,0.3580966356288948
300,20,50,10,3.0,0.3792288711050313
300,20,50,10,5.0,0.411290296867687
300,20,50,10,7.0,0.4138208039280029
300,20,50,10,9.0,0.4329603313123595
300,20,50,10,11.0,0.4351050632624206
300,20,50,10,13.0,0.4419935447284215
900,60,150,40,1.0,0.5208147108577749
900,60,150,40,3.0,0.5701297088583838
900,60,150,40,5.0,0.5870039645195232
900,60,150,40,7.0,0.5883021657753913
900,60,150,40,9.0,0.5994026790725672
900,60,150,40,11.0,0.6033491826487418
900,60,150,40,13.0,0.6066496191267411
600,60,1,20,1.0,0.716106917271903
600,60,1,20,3.0,0.7214786970677306
600,60,1,20,5.0,0.7450777955920348
600,60,1,20,7.0,0.7430953895065555
600,60,1,20,9.0,0.751707456716937
600,60,1,20,11.0,0.7557015061527039
600,60,1,20,13.0,0.7643981776668352
900,60,1,40,1.0,0.6290513627115948
900,60,1,40,3.0,0.6389781717992905
900,60,1,40,5.0,0.6574718588733964
900,60,1,40,7.0,0.6523918647773652
900,60,1,40,9.0,0.6574718588733964
900,60,1,40,11.0,0.6591689094986216
900,60,1,40,13.0,0.6614345783118164
900,60,100,10,1.0,0.5772659267640846
900,60,100,10,3.0,0.6164171028682026
900,60,100,10,5.0,0.6334072070330966
900,60,100,10,7.0,0.6395046657572805
900,60,100,10,9.0,0.6468645806479563
900,60,100,10,11.0,0.6456346232813411
900,60,100,10,13.0,0.6505624938919043
0,20,10,40,1.0,0.4115419666588388
0,20,10,40,3.0,0.5007485042266095
0,20,10,40,5.0,0.5062265654520959
0,20,10,40,7.0,0.5161046471190881
0,20,10,40,9.0,0.517534666867038
0,20,10,40,11.0,0.52037324376609
0,20,10,40,13.0,0.524081193427177
60,10,150,40,1.0,0.192197370942235
60,10,150,40,3.0,0.2223862965072386
60,10,150,40,5.0,0.3047546703180576
60,10,150,40,7.0,0.3090457526298859
60,10,150,40,9.0,0.3400238084629283
60,10,150,40,11.0,0.3309983670446881
60,10,150,40,13.0,0.3309983670446881
0,10,100,40,1.0,0.2180249931988067
0,10,100,40,3.0,0.3340936616745995
0,10,100,40,5.0,0.3246406500760277
0,10,100,40,7.0,0.3385048554209738
0,10,100,40,9.0,0.3422266659170599
0,10,100,40,11.0,0.347434855637742
0,10,100,40,13.0,0.3499730592336174
60,10,50,60,1.0,0.1987106732535747
60,10,50,60,3.0,0.1840173453641278
60,10,50,60,5.0,0.2491094502697973
60,10,50,60,7.0,0.2324952869595792
60,10,50,60,9.0,0.2472510653076477
60,10,50,60,11.0,0.2251889679155586
60,10,50,60,13.0,0.2251889679155586
900,30,5,60,1.0,0.4051275891097155
900,30,5,60,3.0,0.4182938443541004
900,30,5,60,5.0,0.4240155623144993
900,30,5,60,7.0,0.4057038199616155
900,30,5,60,9.0,0.3988330952891825
900,30,5,60,11.0,0.3953963009629444
900,30,5,60,13.0,0.3942504515659369
0,20,50,10,1.0,0.3556772827792379
0,20,50,10,3.0,0.4631576513357107
0,20,50,10,5.0,0.4661474254917648
0,20,50,10,7.0,0.4777280968547163
0,20,50,10,9.0,0.4853952439882124
0,20,50,10,11.0,0.4911440761338232
0,20,50,10,13.0,0.4976250167874813
600,10,1,10,1.0,0.3293445605876769
600,10,1,10,3.0,0.4034055403926443
600,10,1,10,5.0,0.4190401543019336
600,10,1,10,7.0,0.4271497088479981
600,10,1,10,9.0,0.4337083204672222
600,10,1,10,11.0,0.4388130054184565
600,10,1,10,13.0,0.4430210560862982
300,20,150,40,1.0,0.2763368044632301
300,20,150,40,3.0,0.3168476728411595
300,20,150,40,5.0,0.3527790835769217
300,20,150,40,7.0,0.357483215856567
300,20,150,40,9.0,0.3718017739693417
300,20,150,40,11.0,0.3772536630213945
300,20,150,40,13.0,0.3907785430020232
0,5,50,60,1.0,0.1570714020729785
0,5,50,60,3.0,0.2770800615550681
0,5,50,60,5.0,0.2568195933134132
0,5,50,60,7.0,0.2731593296797658
0,5,50,60,9.0,0.2769411287233485
0,5,50,60,11.0,0.2846932262410029
0,5,50,60,13.0,0.2876289489143298
300,60,50,60,1.0,0.6573610793475481
300,60,50,60,3.0,0.6190690992164247
300,60,50,60,5.0,0.6422753902741121
300,60,50,60,7.0,0.6456159109044622
300,60,50,60,9.0,0.6708907214744585
300,60,50,60,11.0,0.6708907214744585
300,60,50,60,13.0,0.6708907214744585
60,20,10,20,1.0,0.3678221008787576
60,20,10,20,3.0,0.2421861367461277
60,20,10,20,5.0,0.3256491617832798
60,20,10,20,7.0,0.3256491617832798
60,20,10,20,9.0,0.3256491617832798
60,20,10,20,11.0,0.3256491617832798
60,20,10,20,13.0,0.3256491617832798
0,5,1,40,1.0,0.2488229542481172
0,5,1,40,3.0,0.386326761991251
0,5,1,40,5.0,0.3831336601586215
0,5,1,40,7.0,0.4119332237233857
0,5,1,40,9.0,0.4125357642193226
0,5,1,40,11.0,0.4250349240547911
0,5,1,40,13.0,0.4270721273276308
300,10,5,40,1.0,0.3216564851364981
300,10,5,40,3.0,0.3535225176110834
300,10,5,40,5.0,0.3667687764314473
300,10,5,40,7.0,0.3688079521826415
300,10,5,40,9.0,0.3745609491066287
300,10,5,40,11.0,0.3764187864187484
300,10,5,40,13.0,0.3823708508891941
300,60,10,40,1.0,0.6366295649037156
300,60,10,40,3.0,0.6188646199317422
300,60,10,40,5.0,0.6488088558294646
300,60,10,40,7.0,0.6519300273448968
300,60,10,40,9.0,0.6728645478018432
300,60,10,40,11.0,0.6728645478018432
300,60,10,40,13.0,0.6728645478018432
60,10,50,10,1.0,0.2082047807319529
60,10,50,10,3.0,0.2081574546062988
60,10,50,10,5.0,0.2611734893853057
60,10,50,10,7.0,0.2452033343688011
60,10,50,10,9.0,0.26621344923142
60,10,50,10,11.0,0.241246983750631
60,10,50,10,13.0,0.241246983750631
600,5,1,40,1.0,0.2517659060844462
600,5,1,40,3.0,0.3751396585787437
600,5,1,40,5.0,0.384412153678938
600,5,1,40,7.0,0.3995136862633775
600,5,1,40,9.0,0.4111693565525114
600,5,1,40,11.0,0.4204816725911751
600,5,1,40,13.0,0.4261956167265424
0,20,100,40,1.0,0.3146950794816248
0,20,100,40,3.0,0.4181613951670524
0,20,100,40,5.0,0.4287089521446199
0,20,100,40,7.0,0.441011691293228
0,20,100,40,9.0,0.4495895319114197
0,20,100,40,11.0,0.4546430713695213
0,20,100,40,13.0,0.4604879312117999
0,5,10,40,1.0,0.217980785809118
0,5,10,40,3.0,0.3572575066514723
0,5,10,40,5.0,0.3491729633975826
0,5,10,40,7.0,0.3758090301797481
0,5,10,40,9.0,0.37877201205381
0,5,10,40,11.0,0.3874241670906137
0,5,10,40,13.0,0.3908101045701967
900,5,150,60,1.0,0.1027083789422816
900,5,150,60,3.0,0.239625588137378
900,5,150,60,5.0,0.2678510509122052
900,5,150,60,7.0,0.2976193254439485
900,5,150,60,9.0,0.3081501109726346
900,5,150,60,11.0,0.3124390854940274
900,5,150,60,13.0,0.314600507696042
0,10,10,20,1.0,0.3208307209112004
0,10,10,20,3.0,0.4630821032263589
0,10,10,20,5.0,0.4662825945515296
0,10,10,20,7.0,0.4905316007260381
0,10,10,20,9.0,0.4978737356985326
0,10,10,20,11.0,0.5092196297385512
0,10,10,20,13.0,0.5167995484228998
60,20,150,40,1.0,0.2126276607340876
60,20,150,40,3.0,0.1215975690385963
60,20,150,40,5.0,0.2961414305125146
60,20,150,40,7.0,0.2961414305125146
60,20,150,40,9.0,0.2961414305125146
60,20,150,40,11.0,0.2961414305125146
60,20,150,40,13.0,0.2961414305125146
900,60,100,60,1.0,0.5255369572935994
900,60,100,60,3.0,0.5542054654856603
900,60,100,60,5.0,0.5542054654856603
900,60,100,60,7.0,0.5542054654856603
900,60,100,60,9.0,0.5560804137387526
900,60,100,60,11.0,0.5467263949726017
900,60,100,60,13.0,0.5448617053168998
600,5,100,40,1.0,0.1920129438048902
600,5,100,40,3.0,0.3102705046354636
600,5,100,40,5.0,0.319472000061528
600,5,100,40,7.0,0.3289271290808678
600,5,100,40,9.0,0.3351208149475918
600,5,100,40,11.0,0.3368660956319437
600,5,100,40,13.0,0.3384927327340918
60,10,10,40,1.0,0.2801003346500433
60,10,10,40,3.0,0.2594745858638733
60,10,10,40,5.0,0.2873408305200856
60,10,10,40,7.0,0.2653751133030575
60,10,10,40,9.0,0.2890343417879831
60,10,10,40,11.0,0.264531885364084
60,10,10,40,13.0,0.264531885364084
600,30,100,40,1.0,0.4341378207825135
600,30,100,40,3.0,0.4844888971671383
600,30,100,40,5.0,0.5154781178678026
600,30,100,40,7.0,0.5192884988387765
600,30,100,40,9.0,0.5308131374727576
600,30,100,40,11.0,0.5359813447394858
600,30,100,40,13.0,0.5437884905634259
0,20,1,20,1.0,0.4262046705930741
0,20,1,20,3.0,0.5103978965557207
0,20,1,20,5.0,0.5146213897036966
0,20,1,20,7.0,0.525286829762839
0,20,1,20,9.0,0.5334696047697657
0,20,1,20,11.0,0.5369119168882119
0,20,1,20,13.0,0.5372904685763177
300,10,150,40,1.0,0.2083899816328084
300,10,150,40,3.0,0.2698825855825335
300,10,150,40,5.0,0.2920783639038646
300,10,150,40,7.0,0.2988085830509624
300,10,150,40,9.0,0.308314521085851
300,10,150,40,11.0,0.3148877292819652
300,10,150,40,13.0,0.321552622154889
300,30,1,20,1.0,0.5857932455955153
300,30,1,20,3.0,0.5862509988616874
300,30,1,20,5.0,0.6072202104715352
300,30,1,20,7.0,0.5983659799595115
300,30,1,20,9.0,0.6155563571255768
300,30,1,20,11.0,0.6161133603174616
300,30,1,20,13.0,0.6272878489339515
300,60,50,10,1.0,0.6051544667279594
300,60,50,10,3.0,0.563790174096627
300,60,50,10,5.0,0.5894154134812695
300,60,50,10,7.0,0.590489199701527
300,60,50,10,9.0,0.6142505590625588
300,60,50,10,11.0,0.6142505590625588
300,60,50,10,13.0,0.6142505590625588
300,30,50,20,1.0,0.4376184332581697
300,30,50,20,3.0,0.4467001643083068
300,30,50,20,5.0,0.4818190854780659
300,30,50,20,7.0,0.4818190854780659
300,30,50,20,9.0,0.4910409572711641
300,30,50,20,11.0,0.4885758224031352
300,30,50,20,13.0,0.4966037344603449
600,10,1,60,1.0,0.2732151864418176
600,10,1,60,3.0,0.2871884265849235
600,10,1,60,5.0,0.2811748670724225
600,10,1,60,7.0,0.2800184040720403
600,10,1,60,9.0,0.2823310671427979
600,10,1,60,11.0,0.2742319421726348
600,10,1,60,13.0,0.2736528984903368
0,20,50,60,1.0,0.3566728427586956
0,20,50,60,3.0,0.4594422327899462
0,20,50,60,5.0,0.4642946788627619
0,20,50,60,7.0,0.4745988686962538
0,20,50,60,9.0,0.4819304344756068
0,20,50,60,11.0,0.4870919775047128
0,20,50,60,13.0,0.4928774383672587
900,30,5,10,1.0,0.5217691937819436
900,30,5,10,3.0,0.568055264555545
900,30,5,10,5.0,0.5817083293480424
900,30,5,10,7.0,0.5827668606828553
900,30,5,10,9.0,0.5880688115518369
900,30,5,10,11.0,0.5859461575601532
900,30,5,10,13.0,0.5920556380384672
900,30,100,60,1.0,0.3988623169204287
900,30,100,60,3.0,0.4438731661936654
900,30,100,60,5.0,0.4657770814881413
900,30,100,60,7.0,0.471693170990462
900,30,100,60,9.0,0.4791348421358847
900,30,100,60,11.0,0.4731773262547334
900,30,100,60,13.0,0.4806295061564568
900,30,50,40,1.0,0.4454268439180033
900,30,50,40,3.0,0.5032094651415624
900,30,50,40,5.0,0.5180516015787723
900,30,50,40,7.0,0.5251201015519406
900,30,50,40,9.0,0.528824768301813
900,30,50,40,11.0,0.5300622512452168
900,30,50,40,13.0,0.5362694096138604
900,5,5,40,1.0,0.2358579915255793
900,5,5,40,3.0,0.3970112086490149
900,5,5,40,5.0,0.3891802211203863
900,5,5,40,7.0,0.4091458328092215
900,5,5,40,9.0,0.419267939223664
900,5,5,40,11.0,0.425689603870574
900,5,5,40,13.0,0.4310461994634644
900,20,5,10,1.0,0.4580925935165766
900,20,5,10,3.0,0.5171259424989834
900,20,5,10,5.0,0.5300681684205117
900,20,5,10,7.0,0.542483371027689
900,20,5,10,9.0,0.5506861761091735
900,20,5,10,11.0,0.5531899671362069
900,20,5,10,13.0,0.5539059740794214
0,30,1,20,1.0,0.5250272428559153
0,30,1,20,3.0,0.5867622240305396
0,30,1,20,5.0,0.6013363788740892
0,30,1,20,7.0,0.6057165480921439
0,30,1,20,9.0,0.6072869890015585
0,30,1,20,11.0,0.6089885660206236
0,30,1,20,13.0,0.6097145165047468
300,5,1,60,1.0,0.2397065978734787
300,5,1,60,3.0,0.2933993863405664
300,5,1,60,5.0,0.3043213565213101
300,5,1,60,7.0,0.3091537299742761
300,5,1,60,9.0,0.3188492173486912
300,5,1,60,11.0,0.3157597213899679
300,5,1,60,13.0,0.3215008487118697
600,10,50,60,1.0,0.2131309750505075
600,10,50,60,3.0,0.2803005835953159
600,10,50,60,5.0,0.3046627735944724
600,10,50,60,7.0,0.3214821259386334
600,10,50,60,9.0,0.3271562578123392
600,10,50,60,11.0,0.3271562578123392
600,10,50,60,13.0,0.3263435327267732
300,20,1,20,1.0,0.483957906264354
300,20,1,20,3.0,0.4882553093955536
300,20,1,20,5.0,0.5146607727098453
300,20,1,20,7.0,0.5083901112483301
300,20,1,20,9.0,0.515768810230638
300,20,1,20,11.0,0.517246888176818
300,20,1,20,13.0,0.5224265528567761
900,30,10,10,1.0,0.5186550879765707
900,30,10,10,3.0,0.5639074869485666
900,30,10,10,5.0,0.5757456002163731
900,30,10,10,7.0,0.5781451389204147
900,30,10,10,9.0,0.5893864479276831
900,30,10,10,11.0,0.5883126922361321
900,30,10,10,13.0,0.59153599966014
60,5,5,60,1.0,0.1609107914508597
60,5,5,60,3.0,0.1659435749395971
60,5,5,60,5.0,0.1835307927794401
60,5,5,60,7.0,0.1810113408835192
60,5,5,60,9.0,0.2012388826758781
60,5,5,60,11.0,0.1919470628737832
60,5,5,60,13.0,0.1987010868891078
300,5,10,40,1.0,0.2214146222040381
300,5,10,40,3.0,0.3092603064873709
300,5,10,40,5.0,0.3387410038797444
300,5,10,40,7.0,0.3558737897566721
300,5,10,40,9.0,0.3743861498160381
300,5,10,40,11.0,0.382802928073498
300,5,10,40,13.0,0.390718911003707
600,20,10,20,1.0,0.4642683405840828
600,20,10,20,3.0,0.4913750166008914
600,20,10,20,5.0,0.5079141059568596
600,20,10,20,7.0,0.5053627410128795
600,20,10,20,9.0,0.5091907731631384
600,20,10,20,11.0,0.5106810593529829
600,20,10,20,13.0,0.5125984884728852
900,60,10,20,1.0,0.6542008310644227
900,60,10,20,3.0,0.6794036403154433
900,60,10,20,5.0,0.697408122008315
900,60,10,20,7.0,0.7001569552533763
900,60,10,20,9.0,0.7067774489583363
900,60,10,20,11.0,0.7101002444833127
900,60,10,20,13.0,0.7112097301855562
600,60,100,40,1.0,0.6187402128307038
600,60,100,40,3.0,0.6257334915748872
600,60,100,40,5.0,0.6522068608299393
600,60,100,40,7.0,0.6566768443513219
600,60,100,40,9.0,0.6679279071117228
600,60,100,40,11.0,0.6679279071117228
600,60,100,40,13.0,0.6747321932538867
60,10,1,60,1.0,0.2429329807322794
60,10,1,60,3.0,0.1787711456525014
60,10,1,60,5.0,0.206080516031084
60,10,1,60,7.0,0.1741932986972368
60,10,1,60,9.0,0.1772461155009005
60,10,1,60,11.0,0.1496257993413767
60,10,1,60,13.0,0.1496257993413767
900,10,150,20,1.0,0.2024082558587963
900,10,150,20,3.0,0.3052609757236529
900,10,150,20,5.0,0.3134960453030715
900,10,150,20,7.0,0.3195677481155651
900,10,150,20,9.0,0.324293312386099
900,10,150,20,11.0,0.3288747364983502
900,10,150,20,13.0,0.3338887233857184
0,10,5,40,1.0,0.3201139532897046
0,10,5,40,3.0,0.4554568555552125
0,10,5,40,5.0,0.4568117689243686
0,10,5,40,7.0,0.4771913658069907
0,10,5,40,9.0,0.4850477362390042
0,10,5,40,11.0,0.4949046698103173
0,10,5,40,13.0,0.5008351647545125
600,10,50,10,1.0,0.245825569620453
600,10,50,10,3.0,0.3628215948284465
600,10,50,10,5.0,0.3989233950665868
600,10,50,10,7.0,0.4185071207796324
600,10,50,10,9.0,0.4321845190808329
600,10,50,10,11.0,0.4445858143636716
600,10,50,10,13.0,0.4525140571062244
300,5,1,10,1.0,0.229473091878826
300,5,1,10,3.0,0.3142605132259929
300,5,1,10,5.0,0.3402374741172309
300,5,1,10,7.0,0.3556788339780883
300,5,1,10,9.0,0.3705285124448628
300,5,1,10,11.0,0.3779135059740544
300,5,1,10,13.0,0.3851164492693821
60,60,1,20,1.0,0.5927668589079587
60,60,1,20,3.0,0.5927668589079587
60,60,1,20,5.0,0.5927668589079587
60,60,1,20,7.0,0.5927668589079587
60,60,1,20,9.0,0.5927668589079587
60,60,1,20,11.0,0.5927668589079587
60,60,1,20,13.0,0.5927668589079587
900,30,100,10,1.0,0.3760957823944953
900,30,100,10,3.0,0.4365023776050633
900,30,100,10,5.0,0.4474439049337553
900,30,100,10,7.0,0.4528485335325383
900,30,100,10,9.0,0.4603296229790192
900,30,100,10,11.0,0.4634070031387047
900,30,100,10,13.0,0.4692472216246469
300,5,50,60,1.0,0.2439284140139095
300,5,50,60,3.0,0.3187818142438395
300,5,50,60,5.0,0.356487174345348
300,5,50,60,7.0,0.3738696932213086
300,5,50,60,9.0,0.387790877306204
300,5,50,60,11.0,0.3898097363069704
300,5,50,60,13.0,0.3969370822819801
900,20,5,60,1.0,0.2354726104824713
900,20,5,60,3.0,0.2573806215689357
900,20,5,60,5.0,0.2531968439129658
900,20,5,60,7.0,0.2355239881112174
900,20,5,60,9.0,0.2255107893342104
900,20,5,60,11.0,0.221042175672359
900,20,5,60,13.0,0.221042175672359
60,10,1,10,1.0,0.2789066850435817
60,10,1,10,3.0,0.2534136787506155
60,10,1,10,5.0,0.2868372121920984
60,10,1,10,7.0,0.2568362890925443
60,10,1,10,9.0,0.2671101573676132
60,10,1,10,11.0,0.2380200111182629
60,10,1,10,13.0,0.2380200111182629
60,5,100,40,1.0,0.1243521688686302
60,5,100,40,3.0,0.1992548434716942
60,5,100,40,5.0,0.2566231176903235
60,5,100,40,7.0,0.2764484534598826
60,5,100,40,9.0,0.2986982865563497
60,5,100,40,11.0,0.3019586926606139
60,5,100,40,13.0,0.3118698161859247
600,10,10,40,1.0,0.3341995609212012
600,10,10,40,3.0,0.4134890672914896
600,10,10,40,5.0,0.428362691476648
600,10,10,40,7.0,0.4395739948960858
600,10,10,40,9.0,0.4433714103642923
600,10,10,40,11.0,0.4520345767744638
600,10,10,40,13.0,0.4587662510420801
900,20,150,20,1.0,0.2838663265478049
900,20,150,20,3.0,0.362388093268972
900,20,150,20,5.0,0.3801288775361652
900,20,150,20,7.0,0.3866953936275232
900,20,150,20,9.0,0.3979824663815211
900,20,150,20,11.0,0.4020824483540507
900,20,150,20,13.0,0.4065043116560792
60,5,5,10,1.0,0.172287170961909
60,5,5,10,3.0,0.1880506487519723
60,5,5,10,5.0,0.2215900697631397
60,5,5,10,7.0,0.2193038494382994
60,5,5,10,9.0,0.2469529877341722
60,5,5,10,11.0,0.2427746110101434
60,5,5,10,13.0,0.2604966815347719
900,30,10,60,1.0,0.4117149791489083
900,30,10,60,3.0,0.4344271690372841
900,30,10,60,5.0,0.424100452147243
900,30,10,60,7.0,0.4057465112096226
900,30,10,60,9.0,0.4068937948693388
900,30,10,60,11.0,0.3977136929683051
900,30,10,60,13.0,0.3885275420886213
0,5,10,10,1.0,0.2071323212051613
0,5,10,10,3.0,0.3428478295685505
0,5,10,10,5.0,0.3317120893375873
0,5,10,10,7.0,0.3566200153791847
0,5,10,10,9.0,0.3595491504475705
0,5,10,10,11.0,0.3686110852187542
0,5,10,10,13.0,0.3722905247497915
0,20,100,10,1.0,0.3101054012157185
0,20,100,10,3.0,0.4134218717225536
0,20,100,10,5.0,0.4234746680741619
0,20,100,10,7.0,0.4362715486204582
0,20,100,10,9.0,0.4453472379164235
0,20,100,10,11.0,0.4509365516962296
0,20,100,10,13.0,0.4549146485249227
60,20,150,10,1.0,0.195457402935177
60,20,150,10,3.0,0.1108317540946436
60,20,150,10,5.0,0.2863924030123926
60,20,150,10,7.0,0.2863924030123926
60,20,150,10,9.0,0.2863924030123926
60,20,150,10,11.0,0.2863924030123926
60,20,150,10,13.0,0.2863924030123926
900,60,1,60,1.0,0.5538313396159367
900,60,1,60,3.0,0.5495348186714528
900,60,1,60,5.0,0.5708493604107119
900,60,1,60,7.0,0.5637198778055599
900,60,1,60,9.0,0.5660935336772824
900,60,1,60,11.0,0.5660935336772824
900,60,1,60,13.0,0.5660935336772824
0,20,10,60,1.0,0.4135831945762173
0,20,10,60,3.0,0.4969216182080964
0,20,10,60,5.0,0.4980517357322852
0,20,10,60,7.0,0.5046393117058033
0,20,10,60,9.0,0.509357872159252
