duration,chunk_size,window_size,hz,k,mcc
300,5,50,20,1.0,0.1667295506097463
300,5,50,20,3.0,0.2621081659247842
300,5,50,20,5.0,0.2928802207477406
300,5,50,20,7.0,0.3055130884788283
300,5,50,20,9.0,0.3164627311967035
300,5,50,20,11.0,0.3206526499038691
300,5,50,20,13.0,0.3246927931553081
600,20,50,40,1.0,0.4076821016032514
600,20,50,40,3.0,0.4703953972014048
600,20,50,40,5.0,0.4987945275661555
600,20,50,40,7.0,0.5096422708570308
600,20,50,40,9.0,0.5192873601656588
600,20,50,40,11.0,0.521646406181687
600,20,50,40,13.0,0.5245366942064879
900,60,50,40,1.0,0.6534726888296235
900,60,50,40,3.0,0.6748525075719319
900,60,50,40,5.0,0.6850603060495427
900,60,50,40,7.0,0.6823670033017281
900,60,50,40,9.0,0.6958853859118953
900,60,50,40,11.0,0.6975164645520543
900,60,50,40,13.0,0.7002392634234561
300,20,1,10,1.0,0.4848779182707185
300,20,1,10,3.0,0.4949199661511109
300,20,1,10,5.0,0.5218708465234456
300,20,1,10,7.0,0.5181032924237182
300,20,1,10,9.0,0.5256446242656873
300,20,1,10,11.0,0.523756947041911
300,20,1,10,13.0,0.5279119475368188
0,30,1,10,1.0,0.5257383022243916
0,30,1,10,3.0,0.5888708515911204
0,30,1,10,5.0,0.6005244264727818
0,30,1,10,7.0,0.6046918900695829
0,30,1,10,9.0,0.6052923132325233
0,30,1,10,11.0,0.6052980172647067
0,30,1,10,13.0,0.6048084277760896
60,60,1,60,1.0,0.5924532277993423
60,60,1,60,3.0,0.5924532277993423
60,60,1,60,5.0,0.5924532277993423
60,60,1,60,7.0,0.5924532277993423
60,60,1,60,9.0,0.5924532277993423
60,60,1,60,11.0,0.5924532277993423
60,60,1,60,13.0,0.5924532277993423
900,30,10,20,1.0,0.5104827903497411
900,30,10,20,3.0,0.5551955630645093
900,30,10,20,5.0,0.5715891238280303
900,30,10,20,7.0,0.5721128015473461
900,30,10,20,9.0,0.5810370410163324
900,30,10,20,11.0,0.5810370410163324
900,30,10,20,13.0,0.5857787222531257
60,60,100,40,1.0,0.3251528993882845
60,60,100,40,3.0,0.3251528993882845
60,60,100,40,5.0,0.3251528993882845
60,60,100,40,7.0,0.3251528993882845
60,60,100,40,9.0,0.3251528993882845
60,60,100,40,11.0,0.3251528993882845
60,60,100,40,13.0,0.3251528993882845
0,60,150,40,1.0,0.5172546108709833
0,60,150,40,3.0,0.5735560275291125
0,60,150,40,5.0,0.5911412472475918
0,60,150,40,7.0,0.5951676863820934
0,60,150,40,9.0,0.6042077425115019
0,60,150,40,11.0,0.6035816802952853
0,60,150,40,13.0,0.6070298758832271
900,20,150,60,1.0,0.2249298456395843
900,20,150,60,3.0,0.3294949120997464
900,20,150,60,5.0,0.3568638139950966
900,20,150,60,7.0,0.371003273241106
900,20,150,60,9.0,0.3891160849636032
900,20,150,60,11.0,0.4077509354700096
900,20,150,60,13.0,0.4250023853109878
900,60,10,10,1.0,0.6640966838249792
900,60,10,10,3.0,0.690407264249897
900,60,10,10,5.0,0.713937637852779
900,60,10,10,7.0,0.7133856687423202
900,60,10,10,9.0,0.717807998151419
900,60,10,10,11.0,0.7161478577955424
900,60,10,10,13.0,0.7167010012838043
60,30,5,40,1.0,0.4681315758526838
60,30,5,40,3.0,0.3237160138296295
60,30,5,40,5.0,0.3237160138296295
60,30,5,40,7.0,0.3237160138296295
60,30,5,40,9.0,0.3237160138296295
60,30,5,40,11.0,0.3237160138296295
60,30,5,40,13.0,0.3237160138296295
600,20,10,10,1.0,0.4725974169837875
600,20,10,10,3.0,0.5040962993318291
600,20,10,10,5.0,0.5212162438432367
600,20,10,10,7.0,0.5222905232794778
600,20,10,10,9.0,0.5240104677385393
600,20,10,10,11.0,0.5225054422608503
600,20,10,10,13.0,0.5270236630763419
600,20,150,40,1.0,0.3130517297191799
600,20,150,40,3.0,0.391599740174602
600,20,150,40,5.0,0.4268789945658901
600,20,150,40,7.0,0.4358083901459482
600,20,150,40,9.0,0.4441047261331814
600,20,150,40,11.0,0.448293865962424
600,20,150,40,13.0,0.4555956785221335
60,20,5,40,1.0,0.3785704104851018
60,20,5,40,3.0,0.2508648852984625
60,20,5,40,5.0,0.3290383294147456
60,20,5,40,7.0,0.3290383294147456
60,20,5,40,9.0,0.3290383294147456
60,20,5,40,11.0,0.3290383294147456
60,20,5,40,13.0,0.3290383294147456
60,10,50,20,1.0,0.2249970267088523
60,10,50,20,3.0,0.2239187785529929
60,10,50,20,5.0,0.2773089609453378
60,10,50,20,7.0,0.2674201379137459
60,10,50,20,9.0,0.2943256450096336
60,10,50,20,11.0,0.2743331770278072
60,10,50,20,13.0,0.2743331770278072
300,30,10,40,1.0,0.5151973571627877
300,30,10,40,3.0,0.5053836939666113
300,30,10,40,5.0,0.5215284367724705
300,30,10,40,7.0,0.5126671413039778
300,30,10,40,9.0,0.5288415966333093
300,30,10,40,11.0,0.5272732306937387
300,30,10,40,13.0,0.5382671742776585
600,60,1,60,1.0,0.5899589357236463
600,60,1,60,3.0,0.5774557307087043
600,60,1,60,5.0,0.5912806022901933
600,60,1,60,7.0,0.5843565805401505
600,60,1,60,9.0,0.5889699559285391
600,60,1,60,11.0,0.5820537740766637
600,60,1,60,13.0,0.5901249451785343
0,10,10,10,1.0,0.3107496280635422
0,10,10,10,3.0,0.4502010846244842
0,10,10,10,5.0,0.4514770155680628
0,10,10,10,7.0,0.4753081594452564
0,10,10,10,9.0,0.482192658664053
0,10,10,10,11.0,0.4921825151198027
0,10,10,10,13.0,0.4991899946262699
300,60,50,20,1.0,0.6021870942106395
300,60,50,20,3.0,0.5641919565510197
300,60,50,20,5.0,0.5908268066756055
300,60,50,20,7.0,0.5918984307290706
300,60,50,20,9.0,0.6166953176427787
300,60,50,20,11.0,0.6166953176427787
300,60,50,20,13.0,0.6166953176427787
60,20,10,60,1.0,0.4171203737400223
60,20,10,60,3.0,0.3094518898060862
60,20,10,60,5.0,0.4020207505414528
60,20,10,60,7.0,0.4020207505414528
60,20,10,60,9.0,0.4020207505414528
60,20,10,60,11.0,0.4020207505414528
60,20,10,60,13.0,0.4020207505414528
300,30,1,10,1.0,0.5861345898645903
300,30,1,10,3.0,0.5921410592640272
300,30,1,10,5.0,0.6157797469341579
300,30,1,10,7.0,0.6084315647759407
300,30,1,10,9.0,0.6265735322284993
300,30,1,10,11.0,0.6254342218694134
300,30,1,10,13.0,0.6380086627798591
0,20,1,10,1.0,0.4299027394921002
0,20,1,10,3.0,0.5197195451456067
0,20,1,10,5.0,0.5243383172006687
0,20,1,10,7.0,0.5337877740470789
0,20,1,10,9.0,0.5408997933599563
0,20,1,10,11.0,0.5440359810519038
0,20,1,10,13.0,0.5463139435067984
0,10,50,40,1.0,0.2576586798134006
0,10,50,40,3.0,0.3966886189124783
0,10,50,40,5.0,0.3907353081625381
0,10,50,40,7.0,0.4111637220556453
0,10,50,40,9.0,0.4195151793584363
0,10,50,40,11.0,0.4291256643656018
0,10,50,40,13.0,0.4352116250116763
0,5,50,20,1.0,0.1507912833456096
0,5,50,20,3.0,0.2681573064408159
0,5,50,20,5.0,0.2481923322772718
0,5,50,20,7.0,0.2635863851958845
0,5,50,20,9.0,0.2640238126017243
0,5,50,20,11.0,0.2697642086403217
0,5,50,20,13.0,0.2713855552405232
0,30,150,40,1.0,0.3806099249669381
0,30,150,40,3.0,0.4776096443262665
0,30,150,40,5.0,0.4926457702208583
0,30,150,40,7.0,0.5053800342589996
0,30,150,40,9.0,0.5143308735110055
0,30,150,40,11.0,0.5192725383152071
0,30,150,40,13.0,0.5250790341798313
900,30,5,20,1.0,0.5085612843085896
900,30,5,20,3.0,0.5518886521125934
900,30,5,20,5.0,0.5668382830307701
900,30,5,20,7.0,0.5668382830307701
900,30,5,20,9.0,0.5709914853427609
900,30,5,20,11.0,0.5709914853427609
900,30,5,20,13.0,0.5735915029480133
600,30,5,40,1.0,0.5545783330166304
600,30,5,40,3.0,0.5716418456102668
600,30,5,40,5.0,0.5851211615065403
600,30,5,40,7.0,0.5820512409505092
600,30,5,40,9.0,0.587579940661393
600,30,5,40,11.0,0.5869650060173726
600,30,5,40,13.0,0.5921971380558084
60,30,100,40,1.0,0.2614643386908012
60,30,100,40,3.0,0.1490657519340328
60,30,100,40,5.0,0.1490657519340328
60,30,100,40,7.0,0.1490657519340328
60,30,100,40,9.0,0.1490657519340328
60,30,100,40,11.0,0.1490657519340328
60,30,100,40,13.0,0.1490657519340328
300,30,50,10,1.0,0.4333476674801271
300,30,50,10,3.0,0.4405312164637673
300,30,50,10,5.0,0.4775732082815613
300,30,50,10,7.0,0.4794194765087617
300,30,50,10,9.0,0.4905491866163999
300,30,50,10,11.0,0.489928483113411
300,30,50,10,13.0,0.4992693780757249
900,60,100,20,1.0,0.5815093396309629
900,60,100,20,3.0,0.6189148245298385
900,60,100,20,5.0,0.6376801723119944
900,60,100,20,7.0,0.643160616178679
900,60,100,20,9.0,0.6480541066066094
900,60,100,20,11.0,0.6449932280478802
900,60,100,20,13.0,0.6511232231348679
0,10,10,60,1.0,0.3245249554797753
0,10,10,60,3.0,0.4640924639519748
0,10,10,60,5.0,0.4690352875221175
0,10,10,60,7.0,0.4916742239363182
0,10,10,60,9.0,0.5015627009642024
0,10,10,60,11.0,0.5105232375359753
0,10,10,60,13.0,0.5171345144385036
600,10,150,40,1.0,0.2167023705644004
600,10,150,40,3.0,0.3178255664768225
600,10,150,40,5.0,0.3398391028914817
600,10,150,40,7.0,0.3521578685823364
600,10,150,40,9.0,0.3569466649478149
600,10,150,40,11.0,0.3588756893640926
600,10,150,40,13.0,0.3620270723745055
600,60,1,10,1.0,0.716715562813279
600,60,1,10,3.0,0.7259977657491554
600,60,1,10,5.0,0.7570286952271357
600,60,1,10,7.0,0.7530264149852696
600,60,1,10,9.0,0.7590345245007957
600,60,1,10,11.0,0.7583655649616741
600,60,1,10,13.0,0.7617138818996735
300,30,100,40,1.0,0.4167655906227479
300,30,100,40,3.0,0.4312006722244982
300,30,100,40,5.0,0.4622493913164047
300,30,100,40,7.0,0.4629345956120806
300,30,100,40,9.0,0.474653525476561
300,30,100,40,11.0,0.4760411278120211
300,30,100,40,13.0,0.4837073437199869
300,60,5,40,1.0,0.6340965974142015
300,60,5,40,3.0,0.6129161009983153
300,60,5,40,5.0,0.6446681476322246
300,60,5,40,7.0,0.6539697172420115
300,60,5,40,9.0,0.6831886288236816
300,60,5,40,11.0,0.6831886288236816
300,60,5,40,13.0,0.6831886288236816
60,20,50,40,1.0,0.3278994383133229
60,20,50,40,3.0,0.2215760784799891
60,20,50,40,5.0,0.3418909827867708
60,20,50,40,7.0,0.3418909827867708
60,20,50,40,9.0,0.3418909827867708
60,20,50,40,11.0,0.3418909827867708
60,20,50,40,13.0,0.3418909827867708
300,30,50,60,1.0,0.4747461985348626
300,30,50,60,3.0,0.4756085575023684
300,30,50,60,5.0,0.5088576253398619
300,30,50,60,7.0,0.4994701232941704
300,30,50,60,9.0,0.5061690181574924
300,30,50,60,11.0,0.5021458417419971
300,30,50,60,13.0,0.5021458417419971
600,10,1,20,1.0,0.3360395858259157
600,10,1,20,3.0,0.4037464834902745
600,10,1,20,5.0,0.4141408644058562
600,10,1,20,7.0,0.4214463254308236
600,10,1,20,9.0,0.4206827579187236
600,10,1,20,11.0,0.4250491187572537
600,10,1,20,13.0,0.4300799879996145
900,10,1,40,1.0,0.3096128207665175
900,10,1,40,3.0,0.3982436359691923
900,10,1,40,5.0,0.3969177727324122
900,10,1,40,7.0,0.3978555965486046
900,10,1,40,9.0,0.4010764079241753
900,10,1,40,11.0,0.4001765421014899
900,10,1,40,13.0,0.4017963614633661
0,20,50,20,1.0,0.3564253728258273
0,20,50,20,3.0,0.463953385644845
0,20,50,20,5.0,0.4673888349649127
0,20,50,20,7.0,0.4776877454577312
0,20,50,20,9.0,0.4836843268210075
0,20,50,20,11.0,0.4909169648279047
0,20,50,20,13.0,0.4972430115600202
0,20,1,60,1.0,0.423413573994939
0,20,1,60,3.0,0.5027626311755797
0,20,1,60,5.0,0.5081073237536557
0,20,1,60,7.0,0.5182615184597311
0,20,1,60,9.0,0.5268517314047304
0,20,1,60,11.0,0.5293825557323164
0,20,1,60,13.0,0.5304735662829589
300,30,1,60,1.0,0.5346038991827273
300,30,1,60,3.0,0.5234038571626234
300,30,1,60,5.0,0.5394763235191564
300,30,1,60,7.0,0.5274165777169897
300,30,1,60,9.0,0.5334421966572905
300,30,1,60,11.0,0.5344472735556456
300,30,1,60,13.0,0.5435041681845212
60,20,10,10,1.0,0.3887029320212155
60,20,10,10,3.0,0.2637539886643945
60,20,10,10,5.0,0.369311192603463
60,20,10,10,7.0,0.369311192603463
60,20,10,10,9.0,0.369311192603463
60,20,10,10,11.0,0.369311192603463
60,20,10,10,13.0,0.369311192603463
900,10,50,60,1.0,0.1718678936362012
900,10,50,60,3.0,0.2978111420483683
900,10,50,60,5.0,0.3432812417749212
900,10,50,60,7.0,0.3707182905561896
900,10,50,60,9.0,0.4116647835170527
900,10,50,60,11.0,0.4272551541620647
900,10,50,60,13.0,0.4417228068434835
60,30,1,10,1.0,0.4561544741643872
60,30,1,10,3.0,0.3136765357764801
60,30,1,10,5.0,0.3136765357764801
60,30,1,10,7.0,0.3136765357764801
60,30,1,10,9.0,0.3136765357764801
60,30,1,10,11.0,0.3136765357764801
60,30,1,10,13.0,0.3136765357764801
600,30,50,40,1.0,0.4938068778811596
600,30,50,40,3.0,0.5367552316059979
600,30,50,40,5.0,0.5610751320976166
600,30,50,40,7.0,0.5685406714757159
600,30,50,40,9.0,0.5828557431258246
600,30,50,40,11.0,0.5870325931174031
600,30,50,40,13.0,0.5942832269844781
0,60,1,60,1.0,0.5972231730834017
0,60,1,60,3.0,0.6261454848294257
0,60,1,60,5.0,0.6396616313667057
0,60,1,60,7.0,0.6383445084095803
0,60,1,60,9.0,0.6418627147241868
0,60,1,60,11.0,0.643489219767712
0,60,1,60,13.0,0.6472911687653303
600,60,150,60,1.0,0.4929091950203658
600,60,150,60,3.0,0.5109532708043365
600,60,150,60,5.0,0.5207672733826917
600,60,150,60,7.0,0.5142163268938924
600,60,150,60,9.0,0.5174876226959053
600,60,150,60,11.0,0.5142163268938924
600,60,150,60,13.0,0.5273521055094006
900,5,10,10,1.0,0.2167664865404122
900,5,10,10,3.0,0.3853037017188412
900,5,10,10,5.0,0.3775690366233077
900,5,10,10,7.0,0.3995472417163391
900,5,10,10,9.0,0.4126281968552939
900,5,10,10,11.0,0.4232024085895199
900,5,10,10,13.0,0.4295996942981341
900,30,150,40,1.0,0.3452576694320763
900,30,150,40,3.0,0.4085177525711491
900,30,150,40,5.0,0.4197551154223357
900,30,150,40,7.0,0.4288029887374084
900,30,150,40,9.0,0.4307009429862359
900,30,150,40,11.0,0.4326034468592083
900,30,150,40,13.0,0.4329844964866333
600,60,10,20,1.0,0.707817227394458
600,60,10,20,3.0,0.7151507923034583
600,60,10,20,5.0,0.7409269339261946
600,60,10,20,7.0,0.7369290683948384
600,60,10,20,9.0,0.7435989610900159
600,60,10,20,11.0,0.7435989610900159
600,60,10,20,13.0,0.7489595591321879
900,20,10,20,1.0,0.4517102885963464
900,20,10,20,3.0,0.5081682274071224
900,20,10,20,5.0,0.5170878915849485
900,20,10,20,7.0,0.5297425877187254
900,20,10,20,9.0,0.5343313022099642
900,20,10,20,11.0,0.5369834127908754
900,20,10,20,13.0,0.5424758091133042
300,60,150,20,1.0,0.542625969128126
300,60,150,20,3.0,0.5363213863007026
300,60,150,20,5.0,0.5633766087589479
300,60,150,20,7.0,0.567292356599711
300,60,150,20,9.0,0.5964261062069944
300,60,150,20,11.0,0.5964261062069944
300,60,150,20,13.0,0.5964261062069944
600,20,1,10,1.0,0.4656266750504255
600,20,1,10,3.0,0.4888382281491339
600,20,1,10,5.0,0.5042504962619371
600,20,1,10,7.0,0.5021340738196713
600,20,1,10,9.0,0.5074283602244511
600,20,1,10,11.0,0.504885756626205
600,20,1,10,13.0,0.5110347388333019
900,5,1,20,1.0,0.2118806724134485
900,5,1,20,3.0,0.3578313738240845
900,5,1,20,5.0,0.3475921634854625
900,5,1,20,7.0,0.3595623031393428
900,5,1,20,9.0,0.3672127449351926
900,5,1,20,11.0,0.3736709647287973
900,5,1,20,13.0,0.3799041776190414
0,30,5,40,1.0,0.4762307971480397
0,30,5,40,3.0,0.5220534462944787
0,30,5,40,5.0,0.532598124275934
0,30,5,40,7.0,0.5349254414583983
0,30,5,40,9.0,0.5331576132015102
0,30,5,40,11.0,0.5329256374197618
0,30,5,40,13.0,0.5341654696629078
300,20,5,40,1.0,0.4098654487564862
300,20,5,40,3.0,0.40305730629978
300,20,5,40,5.0,0.4200580221708544
300,20,5,40,7.0,0.4019953464608632
300,20,5,40,9.0,0.4073056696404371
300,20,5,40,11.0,0.4048273486824181
300,20,5,40,13.0,0.4122634211147902
900,5,50,40,1.0,0.1707937984205911
900,5,50,40,3.0,0.3202509237416464
900,5,50,40,5.0,0.3079009566622434
900,5,50,40,7.0,0.3200612817439005
900,5,50,40,9.0,0.3283823137919728
900,5,50,40,11.0,0.3325547982331062
900,5,50,40,13.0,0.3377700127416819
600,5,50,20,1.0,0.1901922797359198
600,5,50,20,3.0,0.3247643407335585
600,5,50,20,5.0,0.3382650059270218
600,5,50,20,7.0,0.3526995242990846
600,5,50,20,9.0,0.3601160902750892
600,5,50,20,11.0,0.3655307131740619
600,5,50,20,13.0,0.3710039124635111
600,30,10,10,1.0,0.5562562153965556
600,30,10,10,3.0,0.5714017272951007
600,30,10,10,5.0,0.5821120280895999
600,30,10,10,7.0,0.5814805081784454
600,30,10,10,9.0,0.5878044634097892
600,30,10,10,11.0,0.5887547587556757
600,30,10,10,13.0,0.5938306949476291
900,5,10,60,1.0,0.1051370046157148
900,5,10,60,3.0,0.2351418507932786
900,5,10,60,5.0,0.2197017590334223
900,5,10,60,7.0,0.2207867032008601
900,5,10,60,9.0,0.2298575187091399
900,5,10,60,11.0,0.2344297681454963
900,5,10,60,13.0,0.2252950776934489
600,60,150,10,1.0,0.5802791045582317
600,60,150,10,3.0,0.5946416007804968
600,60,150,10,5.0,0.6172651603483241
600,60,150,10,7.0,0.6196326840086198
600,60,150,10,9.0,0.6339499364921172
600,60,150,10,11.0,0.6331493952672725
600,60,150,10,13.0,0.6387661691494558
0,60,1,10,1.0,0.6261421624550416
0,60,1,10,3.0,0.6654538652609452
0,60,1,10,5.0,0.679955835769954
0,60,1,10,7.0,0.6787346841993346
0,60,1,10,9.0,0.6838709599609243
0,60,1,10,11.0,0.6841161215300965
0,60,1,10,13.0,0.6880448594304116
60,30,1,60,1.0,0.4649423004538914
60,30,1,60,3.0,0.2946873587932133
60,30,1,60,5.0,0.2946873587932133
60,30,1,60,7.0,0.2946873587932133
60,30,1,60,9.0,0.2946873587932133
60,30,1,60,11.0,0.2946873587932133
60,30,1,60,13.0,0.2946873587932133
60,5,150,60,1.0,0.1264712602636813
60,5,150,60,3.0,0.1763059090899126
60,5,150,60,5.0,0.2256340174403815
60,5,150,60,7.0,0.2415473764549235
60,5,150,60,9.0,0.2613250067721374
60,5,150,60,11.0,0.2646983380393017
60,5,150,60,13.0,0.2819177062886061
900,10,50,10,1.0,0.2427271929812083
900,10,50,10,3.0,0.3775427097142102
900,10,50,10,5.0,0.3972655450301808
900,10,50,10,7.0,0.4112662497286352
900,10,50,10,9.0,0.4209426590296511
900,10,50,10,11.0,0.4273657316382646
900,10,50,10,13.0,0.434388685575877
60,60,150,20,1.0,0.299333254285042
60,60,150,20,3.0,0.299333254285042
60,60,150,20,5.0,0.299333254285042
60,60,150,20,7.0,0.299333254285042
60,60,150,20,9.0,0.299333254285042
60,60,150,20,11.0,0.299333254285042
60,60,150,20,13.0,0.299333254285042
0,60,100,20,1.0,0.5637612629982868
0,60,100,20,3.0,0.6144006621469021
0,60,100,20,5.0,0.6324225332711555
0,60,100,20,7.0,0.6332913225220813
0,60,100,20,9.0,0.645818236114735
0,60,100,20,11.0,0.6452324609474899
0,60,100,20,13.0,0.6493394233682853
0,10,1,20,1.0,0.3100413078882847
0,10,1,20,3.0,0.4227188420446413
0,10,1,20,5.0,0.4215342505458052
0,10,1,20,7.0,0.4356560654292103
0,10,1,20,9.0,0.4383579903412039
0,10,1,20,11.0,0.4448481450788986
0,10,1,20,13.0,0.4471122940376457
60,60,5,40,1.0,0.5944487442443571
60,60,5,40,3.0,0.5944487442443571
60,60,5,40,5.0,0.5944487442443571
60,60,5,40,7.0,0.5944487442443571
60,60,5,40,9.0,0.5944487442443571
60,60,5,40,11.0,0.5944487442443571
60,60,5,40,13.0,0.5944487442443571
600,30,10,60,1.0,0.4097236527829949
600,30,10,60,3.0,0.4155341569561499
600,30,10,60,5.0,0.4155341569561499
600,30,10,60,7.0,0.4006304962390369
600,30,10,60,9.0,0.3956648422928046
600,30,10,60,11.0,0.3956648422928046
600,30,10,60,13.0,0.3986441594126297
900,10,10,40,1.0,0.3239962376724886
900,10,10,40,3.0,0.4350157771750484
900,10,10,40,5.0,0.4449233147156978
900,10,10,40,7.0,0.4610610817233438
900,10,10,40,9.0,0.4725918495599336
900,10,10,40,11.0,0.4793245049281439
900,10,10,40,13.0,0.4892924782698409
600,20,1,60,1.0,0.3612430236068584
600,20,1,60,3.0,0.3699521956545108
600,20,1,60,5.0,0.3651923014553444
600,20,1,60,7.0,0.3572468869913946
600,20,1,60,9.0,0.3596322159470754
600,20,1,60,11.0,0.3532678785310565
600,20,1,60,13.0,0.352471538418461
600,30,1,60,1.0,0.5187643925168542
600,30,1,60,3.0,0.5359842180734293
600,30,1,60,5.0,0.5325945031661296
600,30,1,60,7.0,0.5232910210651457
600,30,1,60,9.0,0.5300545947530463
600,30,1,60,11.0,0.5292084006501875
600,30,1,60,13.0,0.5275166632630685
300,20,100,60,1.0,0.3359237463699066
300,20,100,60,3.0,0.3620415986802797
300,20,100,60,5.0,0.385360194588727
300,20,100,60,7.0,0.4002295348634009
300,20,100,60,9.0,0.4168675596353414
300,20,100,60,11.0,0.4229945668576643
300,20,100,60,13.0,0.4338197255681216
0,30,100,20,1.0,0.4180148548285644
0,30,100,20,3.0,0.5166075688374605
0,30,100,20,5.0,0.5336974316864469
0,30,100,20,7.0,0.5412585250601973
0,30,100,20,9.0,0.5507222358412718
0,30,100,20,11.0,0.5556883271414689
0,30,100,20,13.0,0.5608297459276509
60,30,150,20,1.0,0.2470781169082625
60,30,150,20,3.0,0.1405952940205294
60,30,150,20,5.0,0.1405952940205294
60,30,150,20,7.0,0.1405952940205294
60,30,150,20,9.0,0.1405952940205294
60,30,150,20,11.0,0.1405952940205294
60,30,150,20,13.0,0.1405952940205294
900,10,5,10,1.0,0.3235249092698788
900,10,5,10,3.0,0.4304939286947947
900,10,5,10,5.0,0.4435542437096977
900,10,5,10,7.0,0.4573428818754028
900,10,5,10,9.0,0.4700260171242116
900,10,5,10,11.0,0.4771043264446646
900,10,5,10,13.0,0.4843113988061536
300,10,10,20,1.0,0.3157478303966094
300,10,10,20,3.0,0.3581729000745611
300,10,10,20,5.0,0.3772308410338661
300,10,10,20,7.0,0.3827895310037437
300,10,10,20,9.0,0.3951072079339714
300,10,10,20,11.0,0.4022616804750363
300,10,10,20,13.0,0.4127499880223687
60,30,50,40,1.0,0.3488084993817581
60,30,50,40,3.0,0.2190993226112915
60,30,50,40,5.0,0.2190993226112915
60,30,50,40,7.0,0.2190993226112915
60,30,50,40,9.0,0.2190993226112915
60,30,50,40,11.0,0.2190993226112915
60,30,50,40,13.0,0.2190993226112915
600,30,150,10,1.0,0.3961871889024535
600,30,150,10,3.0,0.452861336311702
600,30,150,10,5.0,0.4810376044575479
600,30,150,10,7.0,0.4867257973397722
600,30,150,10,9.0,0.5006436049629251
600,30,150,10,11.0,0.503554254352823
600,30,150,10,13.0,0.5128439259418718
300,10,1,20,1.0,0.3391706396035102
300,10,1,20,3.0,0.3710101811165821
300,10,1,20,5.0,0.3910902896432606
300,10,1,20,7.0,0.3952051291320327
300,10,1,20,9.0,0.4042438049842002
300,10,1,20,11.0,0.4062134834146269
300,10,1,20,13.0,0.4091712847646732
0,60,10,40,1.0,0.6094149949874121
0,60,10,40,3.0,0.6528796899277617
0,60,10,40,5.0,0.6706439742411562
0,60,10,40,7.0,0.6770235097493282
0,60,10,40,9.0,0.6860529821139698
0,60,10,40,11.0,0.6874842552365783
0,60,10,40,13.0,0.6927455322782974
0,5,5,20,1.0,0.2159827174377599
0,5,5,20,3.0,0.350433739504167
0,5,5,20,5.0,0.3420433184675236
0,5,5,20,7.0,0.3653406047070339
0,5,5,20,9.0,0.3685966812415535
0,5,5,20,11.0,0.3765868288458273
0,5,5,20,13.0,0.3799867959009189
900,60,5,20,1.0,0.6527178233532189
900,60,5,20,3.0,0.6784017178256698
900,60,5,20,5.0,0.6979782583608842
900,60,5,20,7.0,0.7001707831394847
900,60,5,20,9.0,0.7084249928883113
900,60,5,20,11.0,0.7100820465109579
900,60,5,20,13.0,0.7117412036308753
60,20,100,10,1.0,0.2082763400556326
60,20,100,10,3.0,0.0944727744020245
60,20,100,10,5.0,0.2593864736716774
60,20,100,10,7.0,0.2593864736716774
60,20,100,10,9.0,0.2593864736716774
60,20,100,10,11.0,0.2593864736716774
60,20,100,10,13.0,0.2593864736716774
600,60,5,40,1.0,0.7114280929482394
600,60,5,40,3.0,0.7154570086225628
600,60,5,40,5.0,0.7364057864706473
600,60,5,40,7.0,0.7364057864706473
600,60,5,40,9.0,0.7403697618012631
600,60,5,40,11.0,0.7423561834370651
600,60,5,40,13.0,0.7489993045086674
0,20,150,10,1.0,0.2624652285103995
0,20,150,10,3.0,0.3573184562131711
0,20,150,10,5.0,0.3658612953208875
0,20,150,10,7.0,0.3809978468040596
0,20,150,10,9.0,0.3906017253951066
0,20,150,10,11.0,0.3944761160412294
0,20,150,10,13.0,0.4001411493573709
300,20,50,60,1.0,0.3998052378664675
300,20,50,60,3.0,0.4302989866392198
300,20,50,60,5.0,0.4549323381691905
300,20,50,60,7.0,0.4617272384190149
300,20,50,60,9.0,0.4754224601110218
300,20,50,60,11.0,0.4742756713892704
300,20,50,60,13.0,0.4742756713892704
60,60,10,20,1.0,0.6049699609566466
60,60,10,20,3.0,0.6049699609566466
60,60,10,20,5.0,0.6049699609566466
60,60,10,20,7.0,0.6049699609566466
60,60,10,20,9.0,0.6049699609566466
60,60,10,20,11.0,0.6049699609566466
60,60,10,20,13.0,0.6049699609566466
0,30,50,20,1.0,0.4317706863142582
0,30,50,20,3.0,0.502596767502218
0,30,50,20,5.0,0.5102270373871183
0,30,50,20,7.0,0.517683233295456
0,30,50,20,9.0,0.5206097253323093
0,30,50,20,11.0,0.5204653036921078
0,30,50,20,13.0,0.5240809376067083
0,60,50,10,1.0,0.5927770724422555
0,60,50,10,3.0,0.6432119343582742
0,60,50,10,5.0,0.6621888847704522
0,60,50,10,7.0,0.6672196371172875
0,60,50,10,9.0,0.6754049025625708
0,60,50,10,11.0,0.6853436863258163
0,60,50,10,13.0,0.687779431193854
60,30,10,10,1.0,0.4670178469414239
60,30,10,10,3.0,0.3203229666425835
60,30,10,10,5.0,0.3203229666425835
60,30,10,10,7.0,0.3203229666425835
60,30,10,10,9.0,0.3203229666425835
60,30,10,10,11.0,0.3203229666425835
60,30,10,10,13.0,0.3203229666425835
300,60,1,10,1.0,0.7801232742174162
300,60,1,10,3.0,0.7744585497337902
300,60,1,10,5.0,0.800030251742469
300,60,1,10,7.0,0.8047360648927845
300,60,1,10,9.0,0.8153909524949537
300,60,1,10,11.0,0.8153909524949537
300,60,1,10,13.0,0.8153909524949537
600,20,100,20,1.0,0.3522666875923817
600,20,100,20,3.0,0.4284254585618396
