k,mcc,f1,tp,fp,tn,fn,total
1,0.12820701757789674,0.6825324489003662,20219,18415,1438,394,40466
3,0.17835698191438282,0.6898680506088667,20338,18011,1842,275,40466
5,0.1657866589713451,0.6877895126922364,20416,18338,1515,197,40466
7,0.17005399071843935,0.6883545497406883,20440,18335,1518,173,40466
9,0.17493796059790115,0.6889670374047214,20473,18345,1508,140,40466
11,0.1766567502686286,0.6891887344796258,20482,18343,1510,131,40466
13,0.17843232069863513,0.68940808396831,20493,18345,1508,120,40466
