k,mcc,f1,tp,fp,tn,fn,total
1,0.34619542238756457,0.6984266309714512,15914,8224,12329,5519,41986
3,0.4578225716469744,0.7424355579695385,16403,6351,14202,5030,41986
5,0.4544907771291152,0.7444855398600775,16707,6742,13811,4726,41986
7,0.46968677856458935,0.7519128113879003,16903,6624,13929,4530,41986
9,0.47359905192620855,0.7543898545583541,17013,6658,13895,4420,41986
11,0.47741049083800136,0.7564048626026881,17080,6648,13905,4353,41986
13,0.47827400271422765,0.7569050991501416,17100,6651,13902,4333,41986
