k,mcc,f1,tp,fp,tn,fn,total
1,0.1263661102518011,0.6822731185336461,20212,18424,1429,401,40466
3,0.17569257542308833,0.6894621686256551,20325,18021,1832,288,40466
5,0.16348978635520278,0.687475785395435,20406,18346,1507,207,40466
7,0.16799938766578412,0.6880735489737156,20432,18344,1509,181,40466
9,0.17209161530423675,0.6885863803866799,20461,18355,1498,152,40466
11,0.17449844033719683,0.6888963660834455,20474,18353,1500,139,40466
13,0.17539165827402575,0.689005517426995,20480,18355,1498,133,40466
