k,mcc,f1,tp,fp,tn,fn,total
1,0.2965501107148738,0.700499333558796,17606,11228,9325,3827,41986
3,0.40990813886800204,0.7408770315854033,18120,9362,11191,3313,41986
5,0.4009274359988932,0.7397859824529703,18424,9952,10601,3009,41986
7,0.41657514400759926,0.7460530803025136,18595,9821,10732,2838,41986
9,0.4216044712129168,0.7484714063061984,18729,9884,10669,2704,41986
11,0.4247767213829875,0.7497553278606667,18769,9865,10688,2664,41986
13,0.42565787970679353,0.7501596933886937,18790,9873,10680,2643,41986
