k,mcc,f1,tp,fp,tn,fn,total
1,0.6377120316261701,0.8119114589702825,6639,1119,7089,1957,16804
3,0.6969179429232508,0.8406278855032318,6828,821,7387,1768,16804
5,0.7061936983188765,0.8470660146699267,6929,835,7373,1667,16804
7,0.7093167481024202,0.8488180318856514,6948,827,7381,1648,16804
9,0.7135722220709798,0.8516081871345029,6990,830,7378,1606,16804
11,0.7140322519605431,0.8518698988914606,6993,829,7379,1603,16804
13,0.7132576575320562,0.8513801718359637,6986,829,7379,1610,16804
