k,mcc,f1,tp,fp,tn,fn,total
1,0.5737244928600655,0.8082281236395298,3713,1431,2425,331,7900
3,0.6403766833919565,0.8355771352902229,3786,1232,2624,258,7900
5,0.6574118659258344,0.842599672310213,3857,1254,2602,187,7900
7,0.6640114930769563,0.8452731436048413,3876,1251,2605,168,7900
9,0.6706272905253209,0.847911227154047,3897,1251,2605,147,7900
11,0.6709434817811639,0.8480365495485696,3898,1251,2605,146,7900
13,0.6744285876773927,0.8494132985658409,3909,1251,2605,135,7900
