k,mcc,f1,tp,fp,tn,fn,total
1,0.3389966917547756,0.7033060486871479,16540,9062,11491,4893,41986
3,0.4545876769779087,0.7482650670986668,17090,7156,13397,4343,41986
5,0.45217483726807495,0.7505538706416296,17447,7611,12942,3986,41986
7,0.4678620648877296,0.7576558571336471,17628,7472,13081,3805,41986
9,0.4744083866423451,0.761230123911229,17785,7509,13044,3648,41986
11,0.48016087582841754,0.7640550239234449,17885,7498,13055,3548,41986
13,0.48415305163036737,0.7660717712531184,17964,7502,13051,3469,41986
