k,mcc,f1,tp,fp,tn,fn,total
1,0.31198575848350063,0.7067098491923146,17784,11112,9441,3649,41986
3,0.4254533779279279,0.7472509504149123,18280,9213,11340,3153,41986
5,0.4174041868171767,0.7462806432830726,18585,9789,10764,2848,41986
7,0.43361683860855904,0.752758496168198,18761,9652,10901,2672,41986
9,0.4398384960542876,0.7556043956043956,18909,9708,10845,2524,41986
11,0.4425317714859212,0.7566768542378298,18940,9688,10865,2493,41986
13,0.44390701730894033,0.7572714750563951,18967,9693,10860,2466,41986
