k,mcc,f1,tp,fp,tn,fn,total
1,0.2563229937102533,0.7070526614966097,8707,7044,1412,171,17334
3,0.30211476747870825,0.7173930887301978,8740,6748,1708,138,17334
5,0.29898232478243275,0.7161853483439387,8779,6859,1597,99,17334
7,0.30134247017412835,0.7166687059015457,8786,6855,1601,92,17334
9,0.3050413320312518,0.7173656111179035,8801,6858,1598,77,17334
11,0.3053132998380383,0.7174178824680087,8802,6858,1598,76,17334
13,0.30667582184512465,0.7176791753249399,8807,6858,1598,71,17334
