k,mcc,f1,tp,fp,tn,fn,total
1,0.41949526733408055,0.7520692974013474,3907,2439,1417,137,7900
3,0.47176011495925796,0.7691106121253539,3939,2260,1596,105,7900
5,0.47732968264493497,0.7703502474046764,3970,2293,1563,74,7900
7,0.4835582725742509,0.7721985265606824,3983,2289,1567,61,7900
9,0.4841796013775959,0.7723616629518364,3985,2290,1566,59,7900
11,0.4854293620564479,0.7727184654136795,3988,2290,1566,56,7900
13,0.48751757617441727,0.773312675510797,3993,2290,1566,51,7900
