k,mcc,f1,tp,fp,tn,fn,total
1,0.642675166141756,0.8145476772616137,6663,1101,7107,1933,16804
3,0.6989808611505263,0.8416451175963551,6835,811,7397,1761,16804
5,0.709059821497048,0.8487143467904477,6948,829,7379,1648,16804
7,0.7131953138645792,0.8510768104447562,6975,820,7388,1621,16804
9,0.7196759936904665,0.8552503646086533,7037,823,7385,1559,16804
11,0.7202476147480333,0.8555805334467464,7041,822,7386,1555,16804
13,0.7202476147480333,0.8555805334467464,7041,822,7386,1555,16804
