k,mcc,f1,tp,fp,tn,fn,total
1,0.625514358187122,0.8176982819486938,8686,2014,8135,1859,20694
3,0.7041731513726751,0.8547008547008547,9000,1515,8634,1545,20694
5,0.7244505660743721,0.8664324197704381,9247,1553,8596,1298,20694
7,0.7311868023287651,0.8699270619038714,9303,1540,8609,1242,20694
9,0.7366061749099597,0.8728256307419671,9358,1540,8609,1187,20694
11,0.7398605653249718,0.8745342771982116,9389,1538,8611,1156,20694
13,0.7426352889402127,0.876,9417,1538,8611,1128,20694
