k,mcc,f1,tp,fp,tn,fn,total
1,0.13017763393484752,0.6831506333054778,20846,18750,1803,587,41986
3,0.1865577042562421,0.6922099985155619,20984,18212,2341,449,41986
5,0.17243325662581763,0.6898773507767784,21093,18624,1929,340,41986
7,0.1784005398662756,0.690796141899624,21128,18609,1944,305,41986
9,0.18197289803297478,0.6913213218118558,21161,18625,1928,272,41986
11,0.186241322956947,0.6919522588861495,21190,18624,1929,243,41986
13,0.1884373332486313,0.6922725343606151,21205,18624,1929,228,41986
