k,mcc,f1,tp,fp,tn,fn,total
1,0.4294182071196557,0.7545811518324608,3459,2127,1305,123,7014
3,0.4790638221416597,0.7710337202874517,3487,1976,1456,95,7014
5,0.48455049416717455,0.7722033154023493,3517,2010,1422,65,7014
7,0.48871702311401494,0.773450356555129,3525,2008,1424,57,7014
9,0.49102901372583796,0.7740874712265702,3531,2010,1422,51,7014
11,0.4919596391827923,0.7743561643835617,3533,2010,1422,49,7014
13,0.49289155883666264,0.7746247397830612,3535,2010,1422,47,7014
