k,mcc,f1,tp,fp,tn,fn,total
1,0.6793142914825121,0.8421929038042782,6575,1171,6327,1293,15366
3,0.7421589081197549,0.872,6758,874,6624,1110,15366
5,0.7520666334199466,0.8780956037627183,6861,898,6600,1007,15366
7,0.7516915112797364,0.8778489116517285,6856,896,6602,1012,15366
9,0.7578479679675724,0.8812866990043401,6904,896,6602,964,15366
11,0.759394837476667,0.8821278224263299,6915,895,6603,953,15366
13,0.7615848853427871,0.883338642879898,6932,895,6603,936,15366
