k,mcc,f1,tp,fp,tn,fn,total
1,0.10944509424686531,0.679707044704688,18747,17037,1553,631,37968
3,0.1627493920511673,0.6880288882404435,18863,16591,1999,515,37968
5,0.1530124115264825,0.6867314970753879,18961,16882,1708,417,37968
7,0.158284074427231,0.6875712863220784,18989,16868,1722,389,37968
9,0.1633785384337553,0.6883852178789139,19028,16877,1713,350,37968
11,0.16534995576259326,0.6886935763888888,19041,16877,1713,337,37968
13,0.1664171440686372,0.6888595555394825,19048,16877,1713,330,37968
