k,mcc,f1,tp,fp,tn,fn,total
1,0.6518986137977972,0.8241515135164301,7637,1396,7774,1863,18670
3,0.722303827338042,0.8589528398938763,7932,1037,8133,1568,18670
5,0.7411810571451458,0.8703614457831326,8127,1048,8122,1373,18670
7,0.7478051485953621,0.8740115409275486,8179,1037,8133,1321,18670
9,0.753441078709329,0.8772640102279992,8234,1038,8132,1266,18670
11,0.7537552300972364,0.8774434087882823,8237,1038,8132,1263,18670
13,0.7561662745527259,0.8788168954144058,8260,1038,8132,1240,18670
