k,mcc,f1,tp,fp,tn,fn,total
1,0.124831703188761,0.6817530473620546,18317,16722,1308,379,36726
3,0.17205446757616644,0.6886429078942448,18415,16371,1659,281,36726
5,0.16070678927358392,0.6868349211655246,18492,16659,1371,204,36726
7,0.16639227562813913,0.6876102415566572,18517,16646,1384,179,36726
9,0.1724847147706552,0.688397462060777,18553,16653,1377,143,36726
11,0.17513788767776753,0.688738036946361,18567,16653,1377,129,36726
13,0.1770500252786938,0.6889811964544005,18577,16653,1377,119,36726
