k,mcc,f1,tp,fp,tn,fn,total
1,0.5745355543476545,0.8085384447832716,3712,1426,2430,332,7900
3,0.641872694100542,0.8362030905077262,3788,1228,2628,256,7900
5,0.6589068779043463,0.8432208019228669,3859,1250,2606,185,7900
7,0.6651918917906404,0.8457678883071553,3877,1247,2609,167,7900
9,0.6714888933969466,0.848280365694384,3897,1247,2609,147,7900
11,0.6718048420390739,0.848405702470345,3898,1247,2609,146,7900
13,0.6752872619947096,0.8497826086956521,3909,1247,2609,135,7900
