k,mcc,f1,tp,fp,tn,fn,total
1,0.690342838692734,0.8475938899735844,7380,1272,7108,1382,17142
3,0.7507919505546179,0.8761794500723589,7568,945,7435,1194,17142
5,0.7611891317420181,0.8824306472919419,7682,967,7413,1080,17142
7,0.7633977310488949,0.8835553514010106,7694,960,7420,1068,17142
9,0.7688131140840572,0.8865601557578882,7741,960,7420,1021,17142
11,0.7685821862345137,0.8864326212702595,7739,960,7420,1023,17142
13,0.7698528284784405,0.8871336996336996,7750,960,7420,1012,17142
