k,mcc,f1,tp,fp,tn,fn,total
1,0.6411162846622641,0.8220018207081596,8578,1748,8401,1967,20694
3,0.7171112139753837,0.8586579251831855,8906,1293,8856,1639,20694
5,0.7375688497607575,0.8707819713483413,9148,1318,8831,1397,20694
7,0.7417039295401046,0.87296757630503,9181,1308,8841,1364,20694
9,0.7465995005599224,0.8756936210576239,9232,1308,8841,1313,20694
11,0.7501641015685379,0.8776399280234871,9267,1306,8843,1278,20694
13,0.7552849203004743,0.8804496717207501,9320,1306,8843,1225,20694
