k,mcc,f1,tp,fp,tn,fn,total
1,0.6410711364832017,0.8159011028966185,6732,1174,7034,1864,16804
3,0.7000020253779623,0.8446258834998781,6931,885,7323,1665,16804
5,0.7074752240312557,0.849681914571342,7012,897,7311,1584,16804
7,0.710895112161097,0.8514839491217444,7029,885,7323,1567,16804
9,0.7140606238329696,0.8535863194150703,7063,890,7318,1533,16804
11,0.7155162452073132,0.8544861731674919,7076,890,7318,1520,16804
13,0.7179829987311215,0.8560057887120116,7098,890,7318,1498,16804
