k,mcc,f1,tp,fp,tn,fn,total
1,0.14189298182889779,0.6853697397606923,10969,9913,760,158,21800
3,0.18588564604477445,0.6916948939907164,11027,9730,943,100,21800
5,0.18171763875490327,0.6907728337236534,11061,9837,836,66,21800
7,0.18434479173244595,0.6911259601573722,11067,9832,841,60,21800
9,0.19109730420661275,0.6919620569146281,11088,9833,840,39,21800
11,0.1922301999074466,0.6921060842433697,11091,9832,841,36,21800
13,0.1922301999074466,0.6921060842433697,11091,9832,841,36,21800
