k,mcc,f1,tp,fp,tn,fn,total
1,0.6431954059113224,0.8156227150865221,6693,1123,7085,1903,16804
3,0.7028694159833712,0.844430806996011,6880,819,7389,1716,16804
5,0.7120541370134439,0.8509679775964933,6989,841,7367,1607,16804
7,0.7152332294746186,0.852656563812306,7005,830,7378,1591,16804
9,0.720513036775,0.8560509554140128,7056,833,7375,1540,16804
11,0.7211967024003901,0.856449754381709,7061,832,7376,1535,16804
13,0.7234243839663114,0.8578351202374462,7081,832,7376,1515,16804
