k,mcc,f1,tp,fp,tn,fn,total
1,0.1513379126062995,0.6875446796810558,12503,11195,909,169,24776
3,0.19632760657638074,0.6942418213969939,12563,10957,1147,109,24776
5,0.19228173333924659,0.6933003164121613,12599,11074,1030,73,24776
7,0.1941968439928162,0.6935776787188377,12603,11067,1037,69,24776
9,0.19980055472171757,0.6942939639763509,12624,11069,1035,48,24776
11,0.20205774692915224,0.6945811453550711,12632,11069,1035,40,24776
13,0.20262502564295218,0.6946529209621993,12634,11069,1035,38,24776
