k,mcc,f1,tp,fp,tn,fn,total
1,0.6824811533420085,0.8452830188679246,3808,708,3584,686,8786
3,0.725584773922922,0.8656782967339204,3883,594,3698,611,8786
5,0.7479111803797173,0.8780434064118101,3985,598,3694,509,8786
7,0.7573723892314792,0.8830627468187802,4025,597,3695,469,8786
9,0.7641129252729917,0.8866047020229634,4054,597,3695,440,8786
11,0.767147078686644,0.8881851932736405,4067,597,3695,427,8786
13,0.7737090686329,0.89157413455258,4095,597,3695,399,8786
