k,mcc,f1,tp,fp,tn,fn,total
1,0.6772315991433882,0.8430264761271741,3805,728,3564,689,8786
3,0.7201034849926725,0.8631250696068604,3875,610,3682,619,8786
5,0.7422289874663084,0.8753852928225452,3976,614,3678,518,8786
7,0.7528597029800576,0.8810254163014899,4021,613,3679,473,8786
9,0.7605479280785915,0.8850562165702435,4054,613,3679,440,8786
11,0.7631218229560194,0.8863933711295247,4065,613,3679,429,8786
13,0.7696992486938483,0.8897826086956522,4093,613,3679,401,8786
