k,mcc,f1,tp,fp,tn,fn,total
1,0.649447554176552,0.8233694332475353,8477,1569,8580,2068,20694
3,0.7213020548296685,0.8584265273233384,8789,1143,9006,1756,20694
5,0.7413792567049687,0.8707515788458757,9031,1167,8982,1514,20694
7,0.7476341666534729,0.8742123238250998,9087,1157,8992,1458,20694
9,0.7518755794000098,0.8766439473936835,9132,1157,8992,1413,20694
11,0.7533870024036193,0.877505995203837,9148,1157,8992,1397,20694
13,0.7565099541042274,0.8792797969640377,9181,1157,8992,1364,20694
