k,mcc,f1,tp,fp,tn,fn,total
1,0.11660669590730516,0.6809974768162008,20782,18819,1734,651,41986
3,0.17283996870785337,0.6898575573727249,20922,18301,2252,511,41986
5,0.15702211989879927,0.6874877362809864,21022,18701,1852,411,41986
7,0.1616201242157509,0.6882029819513471,21048,18687,1866,385,41986
9,0.1665471343986162,0.6889636476467322,21094,18707,1846,339,41986
11,0.17038090290460603,0.6895414701033283,21121,18707,1846,312,41986
13,0.17260530964612328,0.6898723848689579,21137,18708,1845,296,41986
