trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,sliding_window_threshold,guard_band,noise_band,target_frequency,sliding_window_length,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,0.7096090323344545,9.985001568845146,27.583642472433816,False,median,0.10685855054822052,0.5,3.0,16.7,5,2.8703289145182906,0.9515583810955965,0.5407796013685435,0.9130506808738221,0.9270516960148137,0.97967339948157,38647,3175,2483,798,45105,39445,5659,0.957034666715723,0.5695245654821364,0.9225539748034878,0.9351979243885571,0.9800244858879381,92432,6406,6066,1880,106786,94313,12473,10,0.023171639182638166,0.18604551785393195,0.040719632254851444,0.05134947207640828,0.013087532730958031,0.007070422074630081,0.028974734884092156,0.011219421289252613,0.006540828007882528,0.012814510634225642,0.23827092229465952
1,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,1.151236372782532,12.19696412018378,26.70987002519614,True,median,0.31256008273082303,0.5,3.0,16.7,5,3.0761524702019423,0.9429974183172026,0.5468285347704683,0.9005152216232595,0.9423502241044643,0.9474793010755034,37389,2435,3224,2056,45105,39445,5659,0.9516343281124527,0.6086554122783763,0.9156784604570104,0.954016630867376,0.949954554790484,89598,4321,8151,4715,106786,94313,12473,10,0.01971874388768562,0.16662559920899706,0.03257296253529247,0.048020882840992256,0.042920372015322165,0.017716928615157973,0.07098204992912217,0.028717775467474574,0.010068366601685452,0.03397562262131576,0.37349530873226455
2,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,1.0411770538233565,7.02051765332155,42.291059367884316,True,median,0.22712560722014194,0.5,3.0,16.7,5,2.5775818493284053,0.9622945222653762,0.6427912908369532,0.932143769217828,0.928966446465121,0.9989575478029347,39405,3059,2600,40,45105,39445,5659,0.966115628176777,0.664353973521807,0.9382375774811889,0.9355419639974727,0.9989197204552213,94211,6512,5961,101,106786,94313,12473,10,0.020311918083518298,0.16453309051654078,0.03530825095005907,0.03741473739272103,0.000519881961048206,0.00880904843391351,0.061685069209074385,0.01568191482310842,0.016686516163758137,0.0002067066679077598,0.009986271897571557
3,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,1.3399010070990618,14.63081817701257,20.685494512334547,False,interpolate,0.2574014660226591,0.8266270764304857,4.1502948638268435,16.7,5,3.191854175816824,0.9222154430474129,0.5693287902507806,0.8713171626929865,0.9753409310188955,0.874894416468696,34518,872,4787,4927,45105,39445,5659,0.922684389615755,0.5632118960619991,0.8708633794245699,0.9763594349380955,0.8749808927825778,82541,2012,10460,11771,106786,94313,12473,10,0.01285704081261192,0.07491781855666689,0.019246783616154447,0.012693778102952734,0.020946575270904655,0.011107009144200673,0.03369600307731431,0.016170971197253848,0.0058884236323786705,0.022923459353978128,0.11307453756941756
4,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,0.6505156463512732,14.183438813143733,25.320075251278002,False,interpolate,0.18384654187991548,0.7160777651244039,5.8807561248635185,16.7,5,2.692834673414562,0.9489338290600454,0.5326473279302679,0.909363982532113,0.9291691532290433,0.9702962498423744,38277,2954,2705,1168,45105,39445,5659,0.9539347469392572,0.5446427082682195,0.9172225611390601,0.9360709886632128,0.9725090809075585,91724,6263,6210,2588,106786,94313,12473,10,0.01610703386463809,0.04964723810645008,0.026062431633665513,0.031993164398567565,0.00760610676061267,0.006067608082143219,0.028397376809080395,0.009552505409240221,0.007987244199132652,0.004666600735069708,0.04881823243826495
5,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,0.48716553992568706,8.961049928411388,31.274604361326055,False,interpolate,0.669813686041186,0.73108301798248,4.688261106738359,16.7,5,2.4567719364546416,0.9002762515038558,0.5832132153356154,0.8413339871814239,0.9967820428779174,0.8215746065354137,32430,106,5553,7015,45105,39445,5659,0.9001302017157485,0.5721726977530655,0.8394266532732797,0.9959499153133764,0.8213075326199737,77478,315,12157,16834,106786,94313,12473,10,0.0214798494352167,0.07699032279336554,0.0319318800474174,0.002334710525990332,0.03649662784808046,0.010778698421512642,0.025537190536723254,0.013019777746895018,0.0006844800937106638,0.0177840283411966,0.06851376592130642
6,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,0.37593723272788804,0.6203417524470859,32.728229902875114,False,interpolate,0.560995653166619,0.46977120698777786,3.21832308239091,16.7,5,2.4202776280192686,0.9288883461605886,0.6409499161256597,0.8834357381607914,0.9926322546021484,0.8733702652314463,34468,258,5400,4977,45105,39445,5659,0.9305321992139411,0.6365023970843581,0.8846985589260514,0.9924105356394852,0.8760106409993543,82630,632,11840,11683,106786,94313,12473,10,0.015820049833831666,0.07271009479421932,0.02431122897342265,0.004825903231924219,0.029525136396058825,0.007137600686343332,0.028091281298087672,0.009568288437358895,0.0014678199314882903,0.012878291788697043,0.06937161681497618
7,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,1.0471342448226424,10.584458270266733,26.882787063732753,False,interpolate,0.11389284812372608,0.8095022208054473,3.3011524146811047,16.7,5,2.8555418297997988,0.9450989128040612,0.5099659398311646,0.9027477289341288,0.9292359949371566,0.962620361746132,37974,2950,2709,1471,45105,39445,5659,0.9501790204420356,0.5218041129248817,0.9109966558317435,0.9371696416027765,0.9636484264823112,90891,6096,6376,3421,106786,94313,12473,10,0.01622195097887787,0.07536784242586311,0.026575490183862484,0.03608589060635717,0.01080537189061049,0.006797875427091377,0.03691792029763468,0.01035866532175901,0.00721253354660539,0.01143395961831921,0.10814456465133516
8,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,1.218235038098384,3.2711320399465458,32.32974440805856,False,interpolate,0.7288942712151384,0.8600023490869851,3.474794522398886,16.7,5,2.929744024625888,0.8662299372152257,0.5143779537322484,0.7934481922198666,0.9951257807078955,0.7678498928824553,30313,151,5508,9132,45105,39445,5659,0.8641976420542479,0.4989383683147793,0.7882029441882314,0.9936750131023736,0.7648815089369815,72159,460,12012,22154,106786,94313,12473,10,0.02509248263262027,0.07217256252086976,0.034850981462737185,0.00356351036741393,0.03988982683369584,0.014704434244373737,0.02979230088043106,0.01794643576045884,0.001348489089552138,0.02304721433914226,0.08043556231450698
9,tmd_s0_d10.pkl,0.3,magtrack,fft,10,0,1.9250895475986676,2.502281427268799,44.310757899985916,True,interpolate,0.7711336821738416,1.0647606485674472,2.583716546867296,16.7,5,3.3750918338644205,0.833423137299464,0.4437513993345631,0.7490084406359949,0.9876777922987537,0.7222842118158415,28520,368,5291,10925,45105,39445,5659,0.8297713596913885,0.41657501011586895,0.7402150472688565,0.9830493858088485,0.7180808457269741,67742,1169,11304,26570,106786,94313,12473,10,0.0298233641273491,0.07550722244961888,0.038051695603088055,0.01062579768268994,0.04624220119264636,0.013755572108791138,0.029153854000146688,0.01531054290782441,0.0038305992508678743,0.020127561635885093,0.09780593574722274
