trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,sliding_window_threshold,guard_band,noise_band,target_frequency,sliding_window_length,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,0.7096090323344545,9.985001568845146,27.583642472433816,False,median,0.10685855054822052,0.5,3.0,16.7,5,3.0598850107066315,0.8548573957622747,0.6031848705840849,0.8087325554327391,0.804771433879709,0.929731714305964,16546,4659,6898,1258,29362,17804,11557,0.8813816993938083,0.6547249991938342,0.8431141280646235,0.8351050606483668,0.9340485296203285,38866,7725,17042,2738,66373,41605,24768,10,0.06811898148819838,0.14702719367875033,0.08484627240495171,0.13123433401826845,0.029944863335669317,0.018349378429956705,0.028546650506217634,0.01680875592611249,0.02723367909309551,0.025881988085987944,0.26639698714346083
1,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,1.151236372782532,12.19696412018378,26.70987002519614,True,median,0.31256008273082303,0.5,3.0,16.7,5,3.5239609827622873,0.835868039622104,0.5958173809131322,0.79841670728804,0.8542888859028063,0.8383257588438834,14914,3142,8415,2890,29362,17804,11557,0.878603769704356,0.6982858514261491,0.8556016221927438,0.9155033798865446,0.8468133712663828,35240,3280,21487,6364,66373,41605,24768,10,0.03988352242532447,0.11331692232412921,0.04919541138781132,0.127076236935534,0.06241611041928868,0.02669006569367272,0.025648918795780976,0.019472103781394138,0.011669718338493541,0.055982653170860215,0.450899084488134
2,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,0.8060700248946817,11.102244441078836,30.861966733505643,True,median,0.4394115689678597,0.5,3.0,16.7,5,3.794398175580821,0.8041024724803607,0.5531776678607094,0.767042428838517,0.8690010673408999,0.7754128262430019,13790,2855,8702,4014,29362,17804,11557,0.8572210655252099,0.6935158986437788,0.8408759195711186,0.9532807562515286,0.7843879411512997,32647,1694,23073,8957,66373,41605,24768,10,0.028514829721010198,0.138173220196576,0.04814045449804455,0.14114292158043518,0.08659106246010909,0.04135558830937735,0.03618425725117185,0.031315486713155524,0.021178720546107664,0.0836979682560689,0.786143706797017
3,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,0.45346637315910154,10.58391162064007,34.81335827188842,True,median,0.15779047227472845,0.5,3.0,16.7,5,3.7073309448879117,0.8366114022346661,0.5613387645078732,0.7835508477248562,0.804751330944246,0.9016691983235716,16041,4876,6681,1763,29362,17804,11557,0.8743038948748039,0.6499886837001267,0.8394987757537523,0.8454066715847379,0.9073196264223753,37760,6901,17867,3844,66373,41605,24768,10,0.06145075153751967,0.157431800209863,0.08183526224043398,0.14889662454064828,0.06357252210377062,0.03120264426871989,0.043117113456490774,0.025967638647515192,0.011598869647270292,0.062433000477287226,0.9001974841258588
4,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,1.0411770538233565,7.02051765332155,42.291059367884316,True,median,0.22712560722014194,0.5,3.0,16.7,5,4.192885640927196,0.8169305409436971,0.5547143758556875,0.7656804378194042,0.8257269161402279,0.8538255228827015,15173,4331,7226,2631,29362,17804,11557,0.8734579870557141,0.7032136119122799,0.8530906163019345,0.9085282645884524,0.8547243796678581,35587,3880,20887,6018,66373,41605,24768,10,0.029061168041428248,0.13393387388641498,0.04755053712294981,0.15291754998997684,0.12344365244539139,0.050876671263906735,0.056301300328522194,0.04104603770072061,0.03944087261047098,0.12287936426977969,1.4981269199032696
5,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,0.3015215480737748,10.25463433483635,17.13819872238248,False,spline,0.17633956214399485,0.5,3.0,16.7,5,2.6180110224595516,0.784030258129715,0.2821994971271767,0.6855252795541292,0.6756914024859422,0.9455354900107313,16831,8570,2987,972,29362,17804,11557,0.7925886255961311,0.28011361307343924,0.6895789922550468,0.6819081882197346,0.9480562966358461,39445,18583,6185,2159,66373,41605,24768,10,0.0638033809008972,0.05337336038395138,0.06736503514049975,0.09358901932025193,0.012770756123248673,0.02885836358515671,0.03583904448540934,0.03140282302642554,0.04175172152174566,0.008210462960324657,0.12914361875268265
6,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,1.4343546821808433,12.724174322091937,22.296808897031184,False,spline,0.1264114525679899,0.5,3.0,16.7,5,3.8679019471478036,0.8269805040629844,0.5379595238432562,0.7838962605906475,0.808648293129351,0.8546566764637236,15210,3880,7677,2594,29362,17804,11557,0.8422403880718887,0.5529327994352273,0.7978420835411487,0.8238572711941918,0.8620008935452089,35867,7695,17072,5737,66373,41605,24768,10,0.04213601471616401,0.04985815325751553,0.03377968025563574,0.09133702769096849,0.028724482860653405,0.015803794421645135,0.03837955729211137,0.011078968212596178,0.021986787280192623,0.021307001922860044,0.2078772730302198
7,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,1.5952171766261822,0.6377991972450161,19.187991782890304,False,spline,0.4966019208175164,0.5,3.0,16.7,5,3.6566181889223786,0.8203957430898413,0.6451222041841749,0.8059072977885373,0.9624276673299319,0.7155641733594426,12734,504,11052,5070,29362,17804,11557,0.823091988632249,0.6405753750147392,0.8045422979209856,0.9549252856813322,0.7232812179929831,30091,1418,23350,11513,66373,41605,24768,10,0.026820645889547134,0.07175660312041325,0.03928973147757074,0.03093893831343652,0.03228489765494029,0.01327333312010813,0.032875286534954376,0.015598242515797563,0.011374148596324758,0.01446648333038767,0.07544322287501389
8,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,1.3399010070990618,14.63081817701257,20.685494512334547,False,interpolate,0.2574014660226591,0.8266270764304857,4.1502948638268435,16.7,5,3.5106832507303407,0.8365449028849652,0.646956094921988,0.8168582373697275,0.930133665898993,0.7625735139736367,13569,1073,10484,4234,29362,17804,11557,0.8441257573840673,0.6526454255890605,0.8218318574288533,0.9356019452658855,0.7691024949566387,32000,2204,22563,9604,66373,41605,24768,10,0.022070915276691194,0.05295360813795507,0.027337456711975565,0.0493614114779746,0.03536556690828181,0.012200474787374313,0.02867747724075604,0.009175679541029458,0.010870315991323074,0.016902313243008855,0.15338976415370045
9,tmd_s900_d5.pkl,0.3,magtrack,fft,5,900,1.2709268346386577,5.603040542990925,29.585196276082414,False,spline,0.49954924529094347,0.5,3.0,16.7,5,3.1794112059930213,0.8461674114405262,0.684366923618102,0.8303728150364709,0.9695077821910791,0.7511740865597962,13368,424,11133,4436,29362,17804,11557,0.8472587090412944,0.6798594184694445,0.8284840897328885,0.9624988185748927,0.7567378600718476,31484,1225,23542,10121,66373,41605,24768,10,0.023441875372864004,0.06811552175295026,0.03632083098161378,0.024015883696314987,0.029682500258485452,0.012107366776446311,0.031042163013997832,0.014179480861240195,0.009393841199040487,0.014830972185941076,0.059961739029762345
