trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,sliding_window_threshold,guard_band,noise_band,target_frequency,sliding_window_length,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,0.7096090323344545,9.985001568845146,27.583642472433816,False,median,0.10685855054822052,0.5,3.0,16.7,13,2.869373366723392,0.8515015552811132,0.596472279126235,0.8009636130562685,0.7989913096732644,0.9356511487005653,27758,8473,10792,1921,48947,29680,19266,0.8837386563419228,0.6598835448843373,0.8457742278521098,0.8343189123702066,0.9401113063738189,65212,12976,28312,4144,110645,69356,41288,10,0.07800161086792362,0.16843726477718973,0.10103693212770241,0.1475181781772774,0.0337092516869815,0.01751334462571477,0.03200570795360527,0.01401560511422199,0.016595696047252542,0.032252882978043684,0.279274151597165
1,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,1.0411770538233565,7.02051765332155,42.291059367884316,True,median,0.22712560722014194,0.5,3.0,16.7,13,3.993669177273007,0.8220985962827086,0.5562163708625218,0.7676057028101185,0.8117873304143671,0.8766539139189822,25975,7896,11369,3705,48947,29680,19266,0.8724981110810373,0.6837981172259371,0.8469692843664166,0.8791897077089648,0.8771173518012236,60875,8693,32594,8481,110645,69356,41288,10,0.03486968225394832,0.11599709199712915,0.050952864742680286,0.14956319955457079,0.11601816682874996,0.04825904667892741,0.06031248605784714,0.039422817630221894,0.02897610889180002,0.11639603211431827,1.3860191260556924
2,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,0.45346637315910154,10.58391162064007,34.81335827188842,True,median,0.15779047227472845,0.5,3.0,16.7,13,3.467526595514163,0.8345918679749136,0.5696163043886628,0.78513303659234,0.8205945218545638,0.8810120754516928,26118,7212,12054,3562,48947,29680,19266,0.8814720821010704,0.6929657673365248,0.8557278438389695,0.8817148256575058,0.8851845767469808,61421,8265,33023,7934,110645,69356,41288,10,0.043180609811745096,0.1467191522090532,0.06130039534405059,0.14317543738156005,0.08174745393535275,0.043505042960660045,0.06997695252520363,0.040649650881806665,0.019511915275497643,0.08288432783041204,0.9019351104626055
3,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,1.151236372782532,12.19696412018378,26.70987002519614,True,median,0.31256008273082303,0.5,3.0,16.7,13,3.197323726200677,0.8323248859061788,0.5948856545043275,0.7965406880256334,0.8653346652207171,0.8216636204152417,24366,4777,14488,5314,48947,29680,19266,0.877685930689269,0.7095251189436984,0.8573124504585712,0.9350258565639201,0.8297126456926698,57560,4077,37210,11795,110645,69356,41288,10,0.03719661021427847,0.12284581929289709,0.04961977172101686,0.12713838497265917,0.06422867357872375,0.027008329594238968,0.02696048804776888,0.019424103501189626,0.014983381072631278,0.05841213769492555,0.3894716243624462
4,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,0.8060700248946817,11.102244441078836,30.861966733505643,True,median,0.4394115689678597,0.5,3.0,16.7,13,3.5027686203536517,0.8028854717320029,0.5357720571895599,0.7617660752901754,0.8528247229764959,0.7869912184876507,23327,5417,13849,6352,48947,29680,19266,0.8594095517458367,0.6906706318773812,0.8418627267116212,0.9476239729331211,0.792283344362233,54975,3244,38044,14381,110645,69356,41288,10,0.03505161830755952,0.15679074932492906,0.054539940807349634,0.14669674543009692,0.08279035563600762,0.039391422128771364,0.037408387951656304,0.028839646061243673,0.02689213884444882,0.08266791755967322,0.724601776968015
5,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,1.4343546821808433,12.724174322091937,22.296808897031184,False,spline,0.1264114525679899,0.5,3.0,16.7,13,4.006953256518465,0.8270867402959181,0.5459958603138162,0.7865063440478224,0.8182740353338135,0.843562457640496,25023,5968,13297,4657,48947,29680,19266,0.841250369506486,0.5587573576461529,0.7991679625903293,0.8335822935904774,0.8495038855823331,58925,11798,29490,10430,110645,69356,41288,10,0.04023674015593543,0.057935836630212525,0.03303495712413752,0.08887494640881641,0.02678958888407578,0.01505916119230041,0.03995267704247489,0.010795692796024658,0.01933673648154396,0.021213111411249146,0.1845873947166759
6,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,1.9637594557148688,13.358306791316046,18.696142837573188,True,spline,0.2885496036585776,0.5,3.0,16.7,13,1772723.9038467351,0.49703006086763885,0.25945765384575953,0.5521500895851806,0.8264728099582603,0.35866841038120933,10635,2476,16790,19044,48947,29680,19266,0.5079116811557238,0.275276786537071,0.5574299968956574,0.8498872090086718,0.3633180675222224,25200,4627,36660,44156,110645,69356,41288,10,0.040929275701942505,0.0880457647915846,0.06164378713981667,0.11711015405889846,0.03616188443297501,0.013481243021787158,0.031197537382334516,0.024295976140090606,0.05637315736661634,0.017173334313097005,3838733.6599899875
7,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,1.013319276323433,3.4020129293809207,31.31412822010251,False,spline,0.8504248306855041,0.5,3.0,16.7,13,2.8548503680467774,0.6881821797956585,0.5312865950907021,0.7029698040439286,0.9934022586633354,0.5271914280369596,15635,100,19165,14045,48947,29680,19266,0.6907533919686858,0.5314523608858839,0.7014322045246306,0.9913838435192709,0.5302538104115488,36779,319,40969,32576,110645,69356,41288,10,0.03178655559192873,0.06448220013585383,0.0563006826495279,0.006645205308155055,0.03570756588519438,0.016483567166951704,0.025868656499459283,0.02087387263902726,0.0029207320414774266,0.01893968640522576,0.11335807443991136
8,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,1.3115946167351142,7.5276287104985595,42.16354142738584,False,spline,0.7169115150823139,0.5,3.0,16.7,13,3.212498045571484,0.7607112889503763,0.594301189038441,0.7566832902887856,0.9849326583061133,0.6206854489960432,18407,278,18987,11273,48947,29680,19266,0.7616941585416028,0.5928381369021258,0.7556519432029056,0.9827473110737284,0.6220454418979797,43147,756,40532,26209,110645,69356,41288,10,0.03409467190889275,0.07575257013705164,0.054581170192511685,0.0128362071459096,0.04340395750963283,0.015480754363128133,0.02185402720764456,0.012903896979866963,0.005463177511225926,0.019835949505680208,0.1727295900255688
9,tmd_s900_d3.pkl,0.3,magtrack,fft,3,900,0.3015215480737748,10.25463433483635,17.13819872238248,False,spline,0.17633956214399485,0.5,3.0,16.7,13,1.4965853097970054,0.7710220537490687,0.17158980500889176,0.6458337188534709,0.6399917570142434,0.985461137397872,29247,17636,1629,433,48947,29680,19266,0.783499689279787,0.1875845354005612,0.6585806389338927,0.6504780159918304,0.9874424986596271,68486,37216,4072,869,110645,69356,41288,10,0.07584030804758451,0.04452513531942897,0.09414650993102586,0.10151314687367494,0.0063283456875091095,0.03305736007167913,0.04502868567869757,0.04022157103296896,0.04482335290536675,0.004996618926341904,0.08618912220751447
