trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,sliding_window_threshold,guard_band,noise_band,target_frequency,sliding_window_length,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,0.8060700248946817,11.102244441078836,30.861966733505643,True,median,0.4394115689678597,0.5,3.0,16.7,9,5.633873945492569,0.6291328053598024,0.6145914829256197,0.9241512778208267,0.6888096784732982,0.6546879097853898,909,859,14734,481,16983,1390,15593,0.7420429247448652,0.7251310825731931,0.9543283424540375,0.8480092209414943,0.6631392134881604,2184,399,29792,1107,33483,3291,30191,5,0.13218751009765473,0.11670120706787843,0.038230178895868064,0.24109202985288308,0.08594302554338673,0.04238968134194556,0.03971500238547609,0.0038853865767148675,0.051434306531719466,0.06364166617211382,0.9677789715544289
1,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,0.7830020394249624,9.122507184282401,43.98203486768769,False,interpolate,0.7023297173951742,0.6978855189809161,2.6627877979411516,16.7,9,3.9138675672549263,0.6884059080241836,0.688251377309592,0.9509941663521564,0.9101206388218881,0.5547645775643877,771,80,15513,619,16983,1390,15593,0.7022300378025197,0.7014103986106688,0.9511137809107548,0.9235544931927935,0.5666764120359318,1865,156,30035,1426,33483,3291,30191,5,0.03876636400650224,0.038781377998563994,0.019795227374689278,0.07791174173421464,0.027887808887398037,0.01712601734875564,0.018348419055295287,0.008393532122450769,0.036063962015195565,0.011428525623662209,0.05089039335167733
2,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.9250895475986676,2.502281427268799,44.310757899985916,True,interpolate,0.7711336821738416,1.0647606485674472,2.583716546867296,16.7,9,7.748925184559404,0.4932879224198679,0.5104251391162113,0.923620001463091,0.8047665241158093,0.3768160417165026,522,192,15401,868,16983,1390,15593,0.548955425841075,0.57422255901827,0.9349087960035192,0.9136810435637122,0.39985240482097245,1317,144,30047,1973,33483,3291,30191,5,0.05625902203658648,0.04810311403868371,0.035732699565495366,0.1830374870219755,0.07918773199926045,0.07897520014665735,0.05565582709594029,0.010859962783725741,0.07354652251104447,0.07972878668931871,3.081417512482151
3,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.1972906543384023,14.835171976775321,22.063703391700223,False,interpolate,0.5086744557589467,1.0543570451393782,9.977335408040044,16.7,9,6.07846722955893,0.6398639883735165,0.6416816371955214,0.9444073680577258,0.8756810616793377,0.5089000652516604,707,114,15479,683,16983,1390,15593,0.6578368240981108,0.6581262681010043,0.9450557307974312,0.8962123694751781,0.52018256466118,1712,202,29989,1579,33483,3291,30191,5,0.0484450428865571,0.05151126826777165,0.021573995906292356,0.11750297224542862,0.04489017840794158,0.02296715238975103,0.02504416023686225,0.00908085883827548,0.051386223057422055,0.018073765867657906,0.4084806311323025
4,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.218235038098384,3.2711320399465458,32.32974440805856,False,interpolate,0.7288942712151384,0.8600023490869851,3.474794522398886,16.7,9,4.392665967436069,0.6404125869549129,0.6389231920002685,0.9439859021154087,0.8598505722468642,0.5155042024933607,716,133,15460,673,16983,1390,15593,0.6651400847596752,0.6629244058982801,0.9459013129335819,0.8888795830450483,0.531898029905248,1751,222,29969,1540,33483,3291,30191,5,0.04578485434300781,0.048540701159601324,0.021197887901243773,0.12041200927985272,0.03937255496861501,0.02983847614740837,0.030504327100258778,0.007740013816328574,0.0532643450948564,0.02462217860277412,0.38053905768951396
5,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.093961451449189,7.741811867011698,36.69697235814567,False,interpolate,0.14539057336469688,0.8125271256861001,3.6791549390926734,16.7,9,4.251021151559512,0.6371710092400926,0.6132527975955996,0.9239877102087479,0.5819087773047535,0.7535413744566449,1047,973,14620,343,16983,1390,15593,0.7073644417302896,0.6765458766830872,0.9375426170217528,0.6713439313137574,0.7567531199285482,2491,1308,28883,800,33483,3291,30191,5,0.12390910781046745,0.11127780518806057,0.015511621933172747,0.19666571949156528,0.03725459881205805,0.06993827141463217,0.07244034910209925,0.012052932531227871,0.11785269342291348,0.019482876473259168,0.25347661706091273
6,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,0.43005832076979883,5.598970683967641,40.57945814783125,True,interpolate,0.7032493069856901,0.3241240872348895,3.702435472325697,16.7,9,3.5454536833783985,0.7151441216805189,0.7167137742328823,0.954585317109767,0.9404935253668517,0.5775607422398453,803,51,15541,587,16983,1390,15593,0.735223758649557,0.737754020071338,0.9563804309585002,0.9638300871802656,0.5943341825964461,1956,73,30118,1335,33483,3291,30191,5,0.027733611556905343,0.024458690784051204,0.019362329326656474,0.048655127024055306,0.025001476367644312,0.014671426751666937,0.013815151264463274,0.007917758499756948,0.020147513909186544,0.013003893016825554,0.06869455321347562
7,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.0411770538233565,7.02051765332155,42.291059367884316,True,median,0.22712560722014194,0.5,3.0,16.7,9,6.496943645782062,0.6044689596167755,0.5830390747919456,0.8760742915859293,0.6148715805696441,0.7169185810195533,995,2122,13470,394,16983,1390,15593,0.7660081842692451,0.7442072439454794,0.9557876996529572,0.8103703299191192,0.7303589715247846,2405,574,29617,886,33483,3291,30191,5,0.20754348698557157,0.18667181033642133,0.12867691082616733,0.2658235102269548,0.07970560147342784,0.039135065363360595,0.038852061969331664,0.0040408231115728385,0.05298313328245118,0.06453711478080536,1.1424653923044332
8,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,0.20600051657540086,8.810044304388121,37.222297617348154,False,interpolate,0.8565889662439512,0.877858090690217,9.397493798660726,16.7,9,3.377271474988697,0.6913537148638471,0.7034953691001254,0.9517287199092224,0.9778302410024532,0.535281128699087,744,16,15576,646,16983,1390,15593,0.7121288704498653,0.7235526500779031,0.9542181231859784,0.9913228805255565,0.5558039744317536,1829,15,30176,1461,33483,3291,30191,5,0.025335670165500916,0.020473583193005046,0.022757995304071688,0.017302955529555006,0.02957695431749297,0.015624736663987985,0.010996294640439306,0.00823377461624718,0.004565637122485923,0.017807439838363137,0.12208052108303619
9,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,0.598738667496701,9.345547282307587,24.386727862250652,True,interpolate,0.5306980221383981,0.5113077324015349,7.897537687724838,16.7,9,3.721307234192712,0.7252642047526888,0.7094181016940138,0.9541276940805622,0.8334932124132448,0.646569161742165,899,197,15396,491,16983,1390,15593,0.7529378098653197,0.7388472216423516,0.9564678533957901,0.8782686693368061,0.6594316001278948,2170,306,29885,1120,33483,3291,30191,5,0.05432458019777029,0.05640672771464032,0.014228425806351195,0.11618105747070676,0.025104630471648116,0.02978896353151199,0.032187471708058586,0.005988196555352935,0.05469813193972177,0.017279256174042357,0.124012061381491
10,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.9782987358140613,14.15627709791369,28.471959494147846,True,interpolate,0.5313122473974108,1.4306248678755549,8.361092211585662,16.7,9,9.934181396922403,0.5168452928227216,0.527299043922226,0.9256072788989685,0.7929199138383017,0.40829094435806323,566,233,15359,824,16983,1390,15593,0.5777913755050188,0.5980773156035071,0.9375861221026695,0.9181858100224798,0.4283303091593426,1411,147,30044,1880,33483,3291,30191,5,0.048724311445545766,0.0506727152910947,0.031009611244566797,0.1975270737377035,0.07609953052908666,0.06866789182125946,0.052509997737445094,0.01161691017256631,0.07934377951404255,0.07521263696080198,3.0550329907188423
11,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.1259362854261186,6.69262516234928,30.005129155225596,True,interpolate,0.7204222305604099,1.6311830195121988,9.87998815295728,16.7,9,4.198142033490134,0.6688170029269582,0.6617839886908683,0.9473437688973834,0.8535299146647558,0.5540919893763956,770,144,15448,620,16983,1390,15593,0.6918654267551954,0.6861888280737408,0.9489791844453894,0.8896735445926017,0.5673721722034892,1868,238,29953,1423,33483,3291,30191,5,0.045818489902048884,0.04749785310666217,0.0192279591009766,0.10788590820323771,0.040345015431102214,0.024600206121224526,0.023395233606229065,0.006784851379725256,0.05343761580405973,0.027404180931844827,0.3362928169436619
12,tmd_s60_d5.pkl,0.3,magtrack,fft,5,60,1.9637594557148688,13.358306791316046,18.696142837573188,True,spline,0.2885496036585776,0.5,3.0,16.7,9,1.8072600378233927e-26,0.18169264294117404,-0.03162136842271449,0.10248210659155088,0.10230568534379925,0.9966773132785367,1385,15588,4,4,16983,1390,15593,0.18538867342730647,-0.016338440482945516,0.10276801076554798,0.10258743285700485,0.9987239821212792,3287,30185,6,4,33483,3291,30191,5,0.08314484022711426,0.020905613912268438,0.05150704031252937,0.05164385508829695,0.003507106292864955,0.03497594478018892,0.008557112486708126,0.02129252820520407,0.02121840931853354,0.0008838882355888127,2.370923671897905e-26
