trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,guard_band,noise_band,target_frequency,sliding_window_length,sliding_window_threshold,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,1.6921408352953906,15.16199740225414,18.672485343263528,False,interpolate,0.6705141552687582,4.489553961052377,16.7,1,1,,0.0,0.0,0.4765593968465677,0.0,0.0,0,0,20178,20451,40629,20451,20178,0.0,0.0,0.4509002380064099,0.0,0.0,0,0,40376,48199,88576,48199,40376,10,0.0,0.0,0.10473123842473438,0.0,0.0,0.0,0.0,0.056176277086244224,0.0,0.0,
1,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,1.9641542532752208,10.24282937479159,17.285489976389492,False,interpolate,1.7459501546620273,1.4378092546327714,16.7,1,1,,0.0,0.0,0.4765593968465677,0.0,0.0,0,0,20178,20451,40629,20451,20178,0.0,0.0,0.4509002380064099,0.0,0.0,0,0,40376,48199,88576,48199,40376,10,0.0,0.0,0.10473123842473438,0.0,0.0,0.0,0.0,0.056176277086244224,0.0,0.0,
2,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,1.5707452873733294,12.703560927260266,32.07443077484393,False,median,0.5,3.0,16.7,1,1,5.036011129257348,0.7005662480217084,0.43906351858015896,0.6870408600848528,0.7645649048766712,0.7191331982974448,14690,7002,13176,5760,40629,20451,20178,0.7780850244856763,0.5929565977168155,0.7885042649985635,0.8800279423167083,0.7196959029791713,34699,5358,35018,13500,88576,48199,40376,10,0.02358561682480901,0.1438565166940123,0.05865197530116204,0.1970909535274525,0.15153226733598643,0.07032552285265274,0.03784888794067863,0.03366457075327796,0.054732656789425106,0.14795800605677542,2.1532319528678983
3,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,0.06475889416803884,9.43138769484694,19.52391428789171,False,median,0.5,3.0,16.7,1,1,2.0873471802035235,0.669876462582409,0.5126539767342259,0.7272092118916309,0.9093056881377344,0.532037478645084,10873,1129,19048,9578,40629,20451,20178,0.6665948845372927,0.49609999837327556,0.7123357055557451,0.9147108973804274,0.5245059799989213,25283,2361,38015,22916,88576,48199,40376,10,0.02064835805574017,0.046550748126903435,0.05071583881873797,0.05091612489885326,0.02878348621721031,0.0110375429017407,0.030960608618184147,0.026746759197970357,0.011220121741371105,0.012993824068471114,0.08342250926001009
4,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,0.3931385851545807,11.787815100859182,38.526847862803415,False,median,0.5,3.0,16.7,1,1,4.389497771639577,0.7367545444323468,0.5006260193239541,0.7258458187475786,0.7850387777721555,0.7488234925057932,15300,6001,14177,5151,40629,20451,20178,0.8097851366779116,0.6425726562144846,0.8155787386173537,0.8978960973400595,0.7503830154443115,36176,4424,35952,12023,88576,48199,40376,10,0.026101887870430652,0.12110597144804595,0.0521527837640821,0.17711568583173426,0.12644552301746725,0.05722897266669019,0.04244536214348329,0.03123435582700416,0.03850668106477199,0.11763843140655769,1.8048113967220745
5,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,1.015762006701772,12.217705403044603,35.6104260756053,False,median,0.5,3.0,16.7,1,1,5.1777017078531795,0.7056009798054795,0.4484539101798138,0.6909147435000907,0.7686442782812368,0.7287370778111671,14889,7021,13156,5562,40629,20451,20178,0.7867097437727086,0.6130346853971342,0.7976187331173458,0.8885434879756913,0.7302963814971888,35209,5084,35292,12990,88576,48199,40376,10,0.022495793657149717,0.14702613728494915,0.059440730034160685,0.1976573023358107,0.16049532593797045,0.07467486830104686,0.04707614839092852,0.0387998427275874,0.05658169946006986,0.1564048421117495,2.518101428515318
6,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,1.1862634507582837,1.0249276197887989,44.47962295385453,True,median,0.5,3.0,16.7,1,1,3.7025713477734685,0.7415733875166678,0.516301613287717,0.7373227454898167,0.797789799342161,0.7356669732549108,15024,5268,14909,5426,40629,20451,20178,0.8044377606856978,0.6287412675415307,0.8093085996045941,0.8950518228565574,0.7381790205893017,35592,4349,36026,12607,88576,48199,40376,10,0.03056913147042036,0.10397459674236054,0.047246055160424294,0.16411871928384905,0.10992354961576233,0.04504138706640358,0.02855635451008544,0.02132276949055854,0.02797201859286199,0.09172205731147047,0.9534961158829175
7,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,1.617092725132549,13.292852710668166,23.599236128050215,False,median,0.5,3.0,16.7,1,1,3.360807444064764,0.7737659069298831,0.594349934166668,0.7871216350700664,0.8643907534057208,0.7095212402743856,14494,2532,17645,5957,40629,20451,20178,0.7857382990110852,0.5984807426370583,0.7910576132981367,0.8912590610314851,0.7031827910275559,33898,4150,36226,14301,88576,48199,40376,10,0.02246250206288668,0.04015080730060325,0.02786660315879045,0.08591147593680246,0.056227191739899596,0.017916186952386944,0.023781007790908634,0.010553265922682145,0.016638085728209996,0.027741639272945637,0.2809927649979087
8,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,1.6214773094993618,16.187979070224525,24.879324456362887,True,median,0.5,3.0,16.7,1,1,3.4536218153024807,0.7853390289413337,0.6041020416500892,0.7928308646951918,0.8538481446455505,0.7404651898909564,15127,3012,17166,5323,40629,20451,20178,0.8101842693705589,0.6361880711577798,0.8124951667876511,0.9009678812170755,0.7370051867953451,35529,3917,36459,12669,88576,48199,40376,10,0.022990289916605358,0.046535788556047314,0.023584379156337182,0.10460803672277132,0.059154680914134374,0.021667101057203535,0.02057712500323661,0.009728353580201647,0.012138231871112062,0.037183796585202065,0.3825494689513597
9,tmd_s600_d3.pkl,0.3,magtrack,fft,3,600,0.0838638173015823,6.437413321477164,24.159140845674546,False,spline,0.5,3.0,16.7,1,1,2.2274483310109083,0.8162805791278819,0.6662069684702034,0.8269731822193227,0.9083253537104989,0.7436214085813851,15197,1592,18586,5253,40629,20451,20178,0.8182851153546359,0.6592220099996918,0.8210645935994544,0.9211797286703687,0.7361042643480765,35480,3035,37341,12719,88576,48199,40376,10,0.0136098002348025,0.03456798155867181,0.026287585699942356,0.047066127575797576,0.028989439730501637,0.007351654643042346,0.024099639804902002,0.013014611931190528,0.009509069835643171,0.007717698106041949,0.0732919512398096
