trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,sliding_window_threshold,guard_band,noise_band,target_frequency,sliding_window_length,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,0.8060700248946817,11.102244441078836,30.861966733505643,True,median,0.4394115689678597,0.5,3.0,16.7,6,2.525840123689778,0.916434416513968,0.4237267277321398,0.8580740346369529,0.931111449971526,0.9052394003794966,133651,10099,13322,14203,171277,147855,23422,0.9364186551861737,0.6367191973003326,0.8942945051661976,0.9713065708078131,0.904625358852825,312776,9156,43739,32788,398460,345564,52896,5,0.009916436257339706,0.11115328169385566,0.011926808957651703,0.037758141366440706,0.03979763079478391,0.023437888395328392,0.08299769918937824,0.03664754118125409,0.007110788370978946,0.03883365463149734,0.2885075982531803
1,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,1.0411770538233565,7.02051765332155,42.291059367884316,True,median,0.22712560722014194,0.5,3.0,16.7,6,2.4465613974289058,0.9485398581905654,0.5206229320352341,0.9077723119175024,0.9161669943069782,0.9842207623693966,145498,13377,10044,2356,171277,147855,23422,0.9631206029553059,0.6868756610288782,0.9346630361033339,0.9426758436632922,0.9845003879017454,340216,20669,32226,5348,398460,345564,52896,5,0.016370577776809007,0.14544517761200795,0.029323950512206345,0.03473837463385518,0.0063528348909370974,0.006962484754726847,0.05902876016849952,0.012018495494160716,0.010240315222810837,0.003462995585523825,0.0585976523764883
2,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,0.7830020394249624,9.122507184282401,43.98203486768769,False,interpolate,0.7023297173951742,0.6978855189809161,2.6627877979411516,16.7,6,2.44610994237643,0.7844859580385951,0.43424053489767955,0.6932510653095573,0.9969913057799997,0.6470743091423538,95556,298,23123,52299,171277,147855,23422,0.7997637265484248,0.4496494193414427,0.7100938683869192,0.9971485958972279,0.6676832685130358,230715,665,52230,114849,398460,345564,52896,5,0.019342340523671845,0.05331439186130105,0.025836381688091402,0.002420952292483617,0.02607579404480837,0.007662227849681816,0.017711167627722565,0.00965085756071554,0.0011328508011004296,0.01080137813126316,0.027762085689160384
3,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,1.1972906543384023,14.835171976775321,22.063703391700223,False,interpolate,0.5086744557589467,1.0543570451393782,9.977335408040044,16.7,6,2.748180184733197,0.8075498957882358,0.45334786044359127,0.7201657148506226,0.9945358444549097,0.6800447167856774,100431,560,22861,47423,171277,147855,23422,0.821473725623024,0.47069665227707225,0.7364963679802956,0.9952983831397842,0.6995252414584392,241734,1154,51741,103830,398460,345564,52896,5,0.015960835830559034,0.05530248233364921,0.023774045200606175,0.002752910143679387,0.022503842564542957,0.011397962630217997,0.01922172511577419,0.014283375682654184,0.0017145818959139075,0.017033629157244826,0.0887004797510068
4,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,1.9250895475986676,2.502281427268799,44.310757899985916,True,interpolate,0.7711336821738416,1.0647606485674472,2.583716546867296,16.7,6,2.993653443355659,0.7464299285898337,0.3907893598396859,0.6492782338829954,0.9934734728638881,0.5983490338670792,88353,613,22808,59501,171277,147855,23422,0.7639096499764579,0.4034657071363198,0.6674141947259044,0.9933647496228538,0.6206562602606682,214431,1443,51452,131133,398460,345564,52896,5,0.02302927669612475,0.05078583336302545,0.030639882584046332,0.006730384530430816,0.029394803041262803,0.009421175754673643,0.015691592779743264,0.010071531877566353,0.002870617535911611,0.012283467997121296,0.051770287587999786
5,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,0.43005832076979883,5.598970683967641,40.57945814783125,True,interpolate,0.7032493069856901,0.3241240872348895,3.702435472325697,16.7,6,2.1891879818048117,0.8064325766266768,0.4598490760931148,0.7194705662644131,0.997727959336108,0.6770221142673919,99994,234,23187,47861,171277,147855,23422,0.8199853533926909,0.47538275449858336,0.7350483480301025,0.9978656169881843,0.6960093623534458,240512,518,52377,105052,398460,345564,52896,5,0.016786870344923228,0.055482195655843676,0.023819190362416916,0.0017047821282372925,0.02349772154907805,0.007926274270361532,0.017498701352707435,0.009731801471934866,0.0008034603828411754,0.011541728411348167,0.03279394833861037
6,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,1.9782987358140613,14.15627709791369,28.471959494147846,True,interpolate,0.5313122473974108,1.4306248678755549,8.361092211585662,16.7,6,3.262908240074205,0.7806481876832608,0.418192491418471,0.6876411571527822,0.9916100629363476,0.6442324380900217,95119,837,22584,52735,171277,147855,23422,0.7975073541739381,0.4345053200870212,0.7064534732974372,0.9922348534905844,0.6667588302733882,230390,1819,51076,115174,398460,345564,52896,5,0.021258982839879387,0.053858276707226906,0.02912635203004787,0.0070034571554784516,0.02872108477568568,0.008325199155866292,0.016428171749044856,0.009472826115926565,0.0031664904604348583,0.011685670619791737,0.050738528728711735
7,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,0.20600051657540086,8.810044304388121,37.222297617348154,False,interpolate,0.8565889662439512,0.877858090690217,9.397493798660726,16.7,6,1.873325499617152,0.7757356490454935,0.4305656274204196,0.683494449848285,0.9992078335117711,0.6343551476914854,93681,76,23346,54173,171277,147855,23422,0.7894078393766251,0.4437452598720231,0.6981793499914264,0.9992689572179012,0.6525033525700602,225493,166,52729,120071,398460,345564,52896,5,0.019366304628179676,0.05373312811260558,0.02640648427510595,0.0005848176476453127,0.02572143512467912,0.0097155388228322,0.018316225756183593,0.011731665100625153,0.0003189610736342191,0.013309515652007152,0.059251012467562376
8,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,1.218235038098384,3.2711320399465458,32.32974440805856,False,interpolate,0.7288942712151384,0.8600023490869851,3.474794522398886,16.7,6,2.638357082842622,0.7751276891556735,0.4228585763701334,0.6822063582881523,0.9960041135045692,0.6349413381078653,93736,389,23032,54119,171277,147855,23422,0.7910429410161784,0.43763505052489293,0.6994902267799292,0.9961698555956573,0.6560609556969528,226713,881,52015,118851,398460,345564,52896,5,0.021656463752854797,0.05376778848486495,0.02880802586905487,0.0034895028318793087,0.0286998983728073,0.00848986218244433,0.01634092341076586,0.010097652576690942,0.001643617136900586,0.01192428613562371,0.05246094367233398
9,tmd_s0_d3.pkl,0.3,magtrack,fft,3,0,1.093961451449189,7.741811867011698,36.69697235814567,False,interpolate,0.14539057336469688,0.8125271256861001,3.6791549390926734,16.7,6,2.634246282395047,0.9254086760580666,0.42134777040705335,0.8704781046830729,0.918086419619424,0.9333700726234444,137910,12316,11105,9945,171277,147855,23422,0.9324659536665016,0.4684088210473349,0.8822512028194727,0.9267465474087533,0.9383553296191444,324327,25711,27185,21237,398460,345564,52896,5,0.010853837621411231,0.03350972252662072,0.01606294084737676,0.024009712517856233,0.01133772256057907,0.005454239790832387,0.018978061431126285,0.007556354510849106,0.007846147097767259,0.00950840031508758,0.07197419072630117
