trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,sliding_window_threshold,guard_band,noise_band,target_frequency,sliding_window_length,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,0.8060700248946817,11.102244441078836,30.861966733505643,True,median,0.4394115689678597,0.5,3.0,16.7,9,4.2637864547281215,0.8114787289863182,0.7093079465127214,0.8654707539013298,0.8778160095462628,0.7634050454694129,8768,1384,19973,2715,32842,11484,21358,0.832398501661134,0.7726559081305712,0.9003300173611416,0.9351311541963107,0.7528905926529574,20080,1448,53511,6590,81630,26670,54959,5,0.027480433921357475,0.02590239466775501,0.031233550516351325,0.09329265070663932,0.04732452970271892,0.021952847585311065,0.016496430954675064,0.012298720182451737,0.029875555821243235,0.04934569009179601,0.5518664510990967
1,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,0.7830020394249624,9.122507184282401,43.98203486768769,False,interpolate,0.7023297173951742,0.6978855189809161,2.6627877979411516,16.7,9,3.2993939005936683,0.7421798668366135,0.6603208307001587,0.8340624736108863,0.973125034675407,0.6003473972857982,6895,189,21169,4589,32842,11484,21358,0.7278455518408943,0.6786769573310405,0.8564635004968579,0.978137699923014,0.5795796896512229,15459,342,54617,11211,81630,26670,54959,5,0.026506703639419496,0.05693649330158508,0.06347765748196237,0.02563245389746622,0.030488612500881692,0.012742346571649158,0.005898835624766095,0.014856832410206945,0.010418388834740352,0.01266291023974219,0.08314489706080883
2,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,1.1972906543384023,14.835171976775321,22.063703391700223,False,interpolate,0.5086744557589467,1.0543570451393782,9.977335408040044,16.7,9,3.9562876521784824,0.76466460992171,0.6785460002562465,0.8447859063848562,0.9596229453962504,0.6364148315851009,7308,312,21045,4176,32842,11484,21358,0.7560212111032827,0.702109584028136,0.8680767028031834,0.9679705754581193,0.6203326077868073,16547,542,54417,10122,81630,26670,54959,5,0.027429548256656208,0.05554226970363555,0.05823131937908962,0.03801023344844739,0.03224158903368868,0.019526828679675094,0.010661150915839641,0.00952442581031486,0.0148543262735596,0.020784537546741436,0.21189538319737408
3,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,1.0411770538233565,7.02051765332155,42.291059367884316,True,median,0.22712560722014194,0.5,3.0,16.7,9,5.097437936683676,0.7450055571313311,0.6002001113818896,0.7922407893640531,0.7526229766311012,0.7902995488072174,9077,4477,16880,2407,32842,11484,21358,0.8194285463545592,0.7435209529353356,0.8858630888351582,0.872672528978215,0.782967690243545,20882,3387,51572,5788,81630,26670,54959,5,0.09747181517017262,0.12921942237488965,0.08605977275955998,0.2147353425975934,0.06344714336543539,0.011109372637433099,0.015142254321410488,0.014800828590354753,0.07278319237086021,0.06986718573004759,0.9518549462679338
4,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,1.093961451449189,7.741811867011698,36.69697235814567,False,interpolate,0.14539057336469688,0.8125271256861001,3.6791549390926734,16.7,9,3.4869327952625833,0.8336826311816035,0.7362591900796736,0.883343687236572,0.8483253684607366,0.8252386979715146,9477,1836,19521,2007,32842,11484,21358,0.8418086879425675,0.7703148577681677,0.9004767978321773,0.8742520991390551,0.8124270745213001,21669,3162,51797,5000,81630,26670,54959,5,0.055863052934925474,0.04105555749993328,0.00969597720242531,0.1038848064318057,0.023703826640919152,0.026024475989625085,0.028174595030811492,0.006704924443219796,0.045902256039258724,0.01321915928075231,0.10080167340950152
5,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,1.9782987358140613,14.15627709791369,28.471959494147846,True,interpolate,0.5313122473974108,1.4306248678755549,8.361092211585662,16.7,9,4.448926628000224,0.7394976765846828,0.6421841893455573,0.8306411878121782,0.9206741031971063,0.6195898640270391,7115,645,20712,4369,32842,11484,21358,0.7315256346161366,0.6684260391433845,0.8549026816329576,0.9378117064763364,0.5996923652311356,15996,1063,53896,10674,81630,26670,54959,5,0.03646993748537565,0.047831993196869343,0.053814572869863415,0.07283690356701249,0.03140593715692532,0.02095550283473988,0.018102110634053252,0.010619099722069793,0.03194449162768385,0.01599779856537084,0.13502781941306935
6,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,1.218235038098384,3.2711320399465458,32.32974440805856,False,interpolate,0.7288942712151384,0.8600023490869851,3.474794522398886,16.7,9,3.414635371642386,0.7327362893703964,0.6468220840725067,0.8279593895948476,0.9591769965488439,0.5933353769492259,6814,292,21066,4670,32842,11484,21358,0.7211491511045948,0.6690256888473195,0.8528806584665605,0.9680168397942713,0.5747139918908154,15329,505,54454,11341,81630,26670,54959,5,0.02695793153599279,0.05752302850857266,0.066166095183329,0.037660282886309515,0.02808428874145055,0.01527675651625725,0.009686115518714436,0.015339250704773566,0.01594361116136743,0.01560461614920381,0.11522732328380735
7,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,1.9250895475986676,2.502281427268799,44.310757899985916,True,interpolate,0.7711336821738416,1.0647606485674472,2.583716546867296,16.7,9,4.102805614157274,0.6858166883314263,0.5983537721548486,0.8033841834317217,0.9415177426981473,0.5406447090064426,6208,400,20958,5276,32842,11484,21358,0.6711565766712345,0.6208000200757132,0.832571305043885,0.9580665636836713,0.5165304108196225,13778,600,54359,12892,81630,26670,54959,5,0.032524077684965076,0.058089477388123714,0.07525710941639369,0.055775822322542426,0.03483097036935222,0.017853510956101024,0.011414075207818132,0.016053998442071074,0.02226517791721922,0.015313397660028387,0.1810016175374279
8,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,0.20600051657540086,8.810044304388121,37.222297617348154,False,interpolate,0.8565889662439512,0.877858090690217,9.397493798660726,16.7,9,2.6919182681713503,0.7544855864419083,0.6780132354676364,0.8406039418453043,0.9932868587976046,0.6086062559572671,6990,46,21311,4494,32842,11484,21358,0.7442492714861295,0.7001657595243198,0.864493528703487,0.9964574334370143,0.5939862234154646,15843,55,54904,10827,81630,26670,54959,5,0.019004041216613952,0.06261994970490982,0.06544617587070306,0.005091552505059023,0.024480522015702114,0.008854126100267317,0.007676012084436137,0.016361047163289604,0.0018661947957056455,0.010745928938880198,0.07789023394357637
9,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,0.43005832076979883,5.598970683967641,40.57945814783125,True,interpolate,0.7032493069856901,0.3241240872348895,3.702435472325697,16.7,9,2.9733344712341285,0.7646082587571483,0.684594296654297,0.8459009832083122,0.9816167633178375,0.6264742334479927,7195,133,21225,4289,32842,11484,21358,0.7547369144711523,0.7067198520456841,0.8684542707772793,0.9860677742218196,0.6114161834916767,16308,228,54731,10361,81630,26670,54959,5,0.020396443235257574,0.0576793759073838,0.060568413432456454,0.016260339014159342,0.02420517104219572,0.013361423567145123,0.007272824013939674,0.013751852970162388,0.006560868723062273,0.015381027794886988,0.0849147236370293
10,tmd_s300_d3.pkl,0.3,magtrack,fft,3,300,0.598738667496701,9.345547282307587,24.386727862250652,True,interpolate,0.5306980221383981,0.5113077324015349,7.897537687724838,16.7,9,2.9840365415529666,0.8298797689989772,0.7493997945210357,0.8831376685535807,0.9602544365932522,0.7310848064782081,8397,349,21009,3087,32842,11484,21358,0.8263186248053211,0.7744093521038606,0.9001864717541604,0.9693150051589765,0.7201417855418306,19208,606,54353,7462,81630,26670,54959,5,0.02305025862755616,0.04236326998718151,0.03845959539170833,0.03200762015532677,0.024254425221774425,0.013114804227729464,0.0064279922968328036,0.007384070706856247,0.013310316046691277,0.013894619920883299,0.09876490879906517
