trial_number,dataset_file,test_frac,seed,method,duration,trainride_start_seconds,signal_delta,spectrum_min_freq,spectrum_max_freq,harmonics_mask,noise_model,guard_band,noise_band,target_frequency,sliding_window_length,sliding_window_threshold,snr_threshold,f1_test,mcc_test,accuracy_test,precision_test,recall_test,TP_test,FP_test,TN_test,FN_test,samples_test,samples_trainride_test,samples_no_trainride_test,f1_train,mcc_train,accuracy_train,precision_train,recall_train,TP_train,FP_train,TN_train,FN_train,samples_train,samples_trainride_train,samples_no_trainride_train,n_runs,f1_test_std,mcc_test_std,accuracy_test_std,precision_test_std,recall_test_std,f1_train_std,mcc_train_std,accuracy_train_std,precision_train_std,recall_train_std,snr_threshold_std
0,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,1.6921408352953906,15.16199740225414,18.672485343263528,False,interpolate,0.6705141552687582,4.489553961052377,16.7,1,1,1.0,0.0,0.0,0.8974396624150147,0.0,0.0,0,0,7793,695,8489,695,7793,0.0,0.0,0.8972817010244143,0.0,0.0,0,0,15090,1645,16736,1645,15090,5,0.0,0.0,0.0516015266550559,0.0,0.0,0.0,0.0,0.02124020887630236,0.0,0.0,0.0
1,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,1.617092725132549,13.292852710668166,23.599236128050215,False,median,0.5,3.0,16.7,1,1,5.372250913196575,0.6275031480931488,0.6017895270359459,0.9291492715892783,0.6258753494843308,0.6726085460443467,467,370,7423,227,8489,695,7793,0.7007956600756329,0.6693452226564525,0.940969033518018,0.7153731995294261,0.690760055492775,1137,470,14620,508,16736,1645,15090,5,0.10624525506871459,0.10305155464831996,0.00894448379964254,0.212983093718615,0.030489246828997205,0.05513471498307209,0.05882344624141623,0.009594005815791772,0.09443160995419093,0.03590955641533314,0.6416358218378793
2,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,1.5707452873733294,12.703560927260266,32.07443077484393,False,median,0.5,3.0,16.7,1,1,10.005914549418119,0.5599066825338539,0.5461876968833183,0.8849599874948149,0.6482221612107304,0.6093322495041045,422,853,6940,272,8489,695,7793,0.7113311080050957,0.6960052765714544,0.9495109753034333,0.8366043473707243,0.6281343714168385,1034,213,14876,611,16736,1645,15090,5,0.17618990368587986,0.16571877535438556,0.10040486732215755,0.2923785710292084,0.0959036964589925,0.04661137806354058,0.037141721353451985,0.006160153103855532,0.0486846792317562,0.09317890809533766,2.8195215964947242
3,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,1.6214773094993618,16.187979070224525,24.879324456362887,True,median,0.5,3.0,16.7,1,1,5.926760853418666,0.6713733581056143,0.6457057648241598,0.9404681774617373,0.6865432183066676,0.6797075175344263,472,258,7535,222,8489,695,7793,0.7430443115558063,0.7187215158790303,0.9517271697812069,0.7941448355758313,0.6996435234733798,1151,304,14785,494,16736,1645,15090,5,0.07990340702889011,0.07701760564730163,0.008988077291818204,0.1693807522829301,0.030309615181205014,0.04087063749024158,0.04217144778467405,0.005159477775668996,0.06744305881217635,0.030446202653117562,0.5586301401211694
4,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,0.1144245471540157,12.466810048510784,27.020713930832514,True,median,0.5,3.0,16.7,1,1,3.9027137584284675,0.7659869153326481,0.7454084771552488,0.958003507738192,0.774296692134665,0.7672746803712318,533,169,7624,161,8489,695,7793,0.8161451511525172,0.798503147247575,0.9650560863696278,0.863326986751565,0.7744960616065928,1274,204,14886,371,16736,1645,15090,5,0.05668008436982999,0.05152859804742248,0.008070769318468732,0.11282010700611915,0.030226104272543526,0.022830216706681398,0.022352025968290563,0.003314006173109202,0.040842485774790944,0.014616783629736667,0.20786327928977255
5,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,0.3931385851545807,11.787815100859182,38.526847862803415,False,median,0.5,3.0,16.7,1,1,8.273840220541597,0.6370509561560531,0.6253578789223023,0.9105381184253183,0.7156677632185565,0.6705730835017187,465,619,7174,229,8489,695,7793,0.7783175848111206,0.7675068884347012,0.961248071153636,0.9075443009017221,0.6837361784165492,1125,115,14975,520,16736,1645,15090,5,0.18203374485701032,0.16523188445729137,0.07571641365449389,0.2755142388255505,0.07583161764875768,0.03788827545065573,0.03387824353586013,0.0057863848875764744,0.01814608717306763,0.06137609385998037,1.7028529570459003
6,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,1.55372181801314,9.854831489220818,42.24432800941566,True,median,0.5,3.0,16.7,1,1,9.157580301058456,0.5791893764242875,0.5620604272096044,0.8916296989985195,0.6386203650156339,0.6401207466140039,444,802,6991,250,8489,695,7793,0.7247406376895293,0.7048581291855666,0.9503979015039544,0.8178575834546201,0.656239733725731,1080,247,14842,565,16736,1645,15090,5,0.17830967922806756,0.1613604952460015,0.0910192951906234,0.2740157600366134,0.09061559269170806,0.040216129828173734,0.03598675309648208,0.0054764057328484505,0.04788829676853283,0.07460700833609824,1.9869914752457374
7,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,1.3502752616417444,8.371616823669275,41.10242739620316,False,interpolate,1.0657622575714754,4.6908590490499344,16.7,1,1,4.645165407079425,0.6546291573918787,0.6258788589836498,0.935878263681183,0.6485800786704312,0.6833833647803058,475,310,7483,220,8489,695,7793,0.7099840997473128,0.6806294241233903,0.943084163750273,0.730571923355992,0.6966366328655592,1146,451,14639,499,16736,1645,15090,5,0.10325268457344597,0.09841746143308777,0.010996134290914434,0.17828704133146422,0.023329666682324,0.05341390050563256,0.05833673847846969,0.008456229410436429,0.10808161723291443,0.009031175768505416,0.05208022679500958
8,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,1.9250895475986676,2.502281427268799,44.310757899985916,True,interpolate,1.6939424951628737,5.569918861635276,16.7,1,1,10.510908576119325,0.5223727757997707,0.5207791189676444,0.9130149102157918,0.6861832698866768,0.5040654547096386,349,358,7435,346,8489,695,7793,0.6337917342486538,0.6295958799367367,0.9406371793657188,0.8431306114149562,0.525154720221857,865,185,14904,780,16736,1645,15090,5,0.07466873474924945,0.08447829586264849,0.02956573808433766,0.2824404616648012,0.110504825375642,0.08612140383298923,0.06773502216770283,0.013620826575800118,0.08822741813749169,0.11990936404495263,4.9603247279939735
9,tmd_s60_d10.pkl,0.3,magtrack,fft,10,60,0.11445425002231943,14.440364717049036,26.41464339418345,True,interpolate,1.2896210183658716,3.888513514900524,16.7,1,1,4.007424608103666,0.765508398947995,0.7483796645388223,0.9600935101699882,0.8362530538880716,0.7101953299215265,493,104,7689,201,8489,695,7793,0.791894157054949,0.776242416897488,0.9620027658324514,0.8818852452350388,0.7189704210231298,1183,160,14930,462,16736,1645,15090,5,0.052892596812094246,0.052664837848967666,0.010322412300419597,0.10668980667877181,0.01755157985517469,0.024795743374476785,0.02553419385260652,0.005025410177792649,0.04264283992272959,0.015054656029754867,0.10322915646128514
