seed,dataset_file,accuracy,f1,mcc,precision,recall,specificity,negative_predictive_value,prevalence,TP,FP,TN,FN,samples
7467074,all_coloc_first60_5s_window1_10Hz.pkl,0.5853070175438596,0.6179026065871893,0.17315281244992342,0.5728737354814537,0.6706140350877193,0.5,0.6028556319407721,0.5,1529,1140,1140,751,4560
7467074,all_coloc_first60_5s_window5_10Hz.pkl,0.5846354166666666,0.6161251504211793,0.17159596795395457,0.5727069351230425,0.6666666666666666,0.5026041666666666,0.6012461059190031,0.5,1536,1146,1158,768,4608
7467074,all_coloc_first60_5s_window10_10Hz.pkl,0.5818142361111112,0.6216375417239348,0.16737891316378112,0.5675869487271423,0.6870659722222222,0.4765625,0.6036283672347443,0.5,1583,1206,1098,721,4608
7467074,all_coloc_first300_5s_window1_10Hz.pkl,0.6108481262327417,0.6559121032438089,0.22971655876686384,0.5878399499843702,0.7418145956607495,0.4798816568047337,0.6501870657402459,0.5,7522,5274,4866,2618,20280
7467074,all_coloc_first300_5s_window5_10Hz.pkl,0.6050766283524904,0.6464888965103318,0.2161700324606134,0.585131150085364,0.7222222222222222,0.4879310344827586,0.6372279209407056,0.5,7540,5346,5094,2900,20880
7467074,all_coloc_first300_5s_window10_10Hz.pkl,0.6005747126436781,0.6507245162911467,0.20999412444659582,0.5781366274743266,0.7441570881226054,0.45699233716475096,0.6410911045417899,0.5,7769,5669,4771,2671,20880
7467074,all_coloc_first600_5s_window1_10Hz.pkl,0.6142058165548099,0.65770146883684,0.23616546910784406,0.5910631466286121,0.741275167785235,0.48713646532438476,0.653119376124775,0.5,13254,9170,8710,4626,35760
7467074,all_coloc_first600_5s_window5_10Hz.pkl,0.6154642058165548,0.6604104413108438,0.23947074209799,0.5912970415247867,0.7478187919463087,0.4831096196868009,0.6570320225146421,0.5,13371,9242,8638,4509,35760
7467074,all_coloc_first600_5s_window10_10Hz.pkl,0.6095637583892617,0.6620352439969016,0.23052256297350454,0.583603618982588,0.764821029082774,0.45430648769574944,0.6589065541855937,0.5,13675,9757,8123,4205,35760
7467074,all_coloc_first900_5s_window5_10Hz.pkl,0.6102617079889807,0.6510738875757888,0.22681681341733,0.5893581395348837,0.7272268135904499,0.4932966023875115,0.643931675157327,0.5,15839,11036,10744,5941,43560
7467074,all_coloc_first900_5s_window10_10Hz.pkl,0.6065197428833793,0.6546722005077165,0.2218407875602377,0.5832914482659582,0.7459595959595959,0.46707988980716253,0.6477142493314657,0.5,16247,11607,10173,5533,43560
7467074,all_coloc_first900_5s_window1_10Hz.pkl,0.604995126705653,0.6328282485107926,0.21244598673462714,0.5911726122466252,0.6807992202729045,0.5291910331384015,0.6237578264116261,0.5,13970,9661,10859,6550,41040
7467074,all_coloc_first0_10s_window10_10Hz.pkl,0.6555196419691696,0.6835984014354457,0.3160573432672699,0.6320774637265845,0.7442636925481282,0.5667755913902109,0.6890788962300817,0.5,20954,12197,15957,7200,56308
7467074,all_coloc_first300_10s_window1_10Hz.pkl,0.671301775147929,0.6791181284297679,0.34301084969742585,0.6633439909723529,0.6956607495069034,0.6469428007889546,0.6800746423387933,0.5,3527,1790,3280,1543,10140
7467074,all_coloc_first300_10s_window10_10Hz.pkl,0.6587164750957855,0.6659791881503703,0.31773352267388605,0.6521020745364421,0.6804597701149425,0.6369731800766284,0.6659323052273183,0.5,3552,1895,3325,1668,10440
7467074,all_coloc_first300_10s_window50_10Hz.pkl,0.6126436781609196,0.6832210559298135,0.2516515779411664,0.577922077922078,0.8354406130268199,0.38984674329501917,0.703178991015895,0.5,4361,3185,2035,859,10440
7467074,all_coloc_first300_10s_window5_10Hz.pkl,0.6590038314176245,0.6603701583667239,0.3180179568847243,0.6577347016343595,0.6630268199233716,0.6549808429118774,0.660293549633063,0.5,3461,1801,3419,1759,10440
7467074,all_coloc_first300_5s_window10_20Hz.pkl,0.5991379310344828,0.6469248291571754,0.2059652307397848,0.5780189959294437,0.7344827586206897,0.46379310344827585,0.6359338061465721,0.5,7668,5598,4842,2772,20880
7467074,all_coloc_first0_10s_window50_10Hz.pkl,0.6025964338992683,0.6883643200334238,0.2457762303177809,0.5661725962749994,0.8778148753285501,0.3273779924699865,0.7282136367227621,0.5,24714,18937,9217,3440,56308
7467074,all_coloc_first0_10s_window1_10Hz.pkl,0.6548296546950704,0.6707502705081886,0.31111759455071414,0.6411766768346131,0.7031838806429286,0.6064754287472122,0.6714060704099443,0.5,18287,10234,15772,7719,52012
7467074,all_coloc_first0_10s_window5_10Hz.pkl,0.6597286353626483,0.6829704149844463,0.32294750248456333,0.6393036367015674,0.7330397101655182,0.5864175605597783,0.6871722300840756,0.5,20638,11644,16510,7516,56308
7467074,all_coloc_first300_5s_window1_20Hz.pkl,0.6155818540433925,0.6480996659745418,0.2352155844951929,0.5975528550024971,0.7079881656804734,0.5231755424063116,0.6417856278732156,0.5,7179,4835,5305,2961,20280
7467074,all_coloc_first300_5s_window5_20Hz.pkl,0.6079022988505747,0.6397359735973598,0.21925558804684275,0.5916971916971917,0.6962643678160919,0.5195402298850574,0.6310645724258289,0.5,7269,5016,5424,3171,20880
7467074,all_coloc_first600_10s_window10_10Hz.pkl,0.6641498881431768,0.6790657901769013,0.32972733218216727,0.6501893357895814,0.7106263982102908,0.6176733780760626,0.6809717597730917,0.5,6353,3418,5522,2587,17880
7467074,all_coloc_first0_5s_window10_10Hz.pkl,0.5986240628999817,0.6556058912357082,0.20902410204849659,0.5741026962047054,0.7640793563722801,0.4331687694276833,0.6474004235840678,0.5,33430,24800,18952,10322,87504
7467074,all_coloc_first300_5s_window50_20Hz.pkl,0.5624042145593869,0.6725911061740781,0.16875906535626092,0.5372989065094178,0.8989463601532567,0.22586206896551725,0.6908877820099619,0.5,9385,8082,2358,1055,20880
7467074,all_coloc_first600_10s_window5_10Hz.pkl,0.667897091722595,0.677807921866522,0.33643146077289243,0.6581664910432033,0.6986577181208053,0.6371364653243848,0.6789034564958284,0.5,6246,3244,5696,2694,17880
7467074,all_coloc_first600_10s_window1_10Hz.pkl,0.6664429530201342,0.6743474937206508,0.33327885694299303,0.6587369319394069,0.6907158836689038,0.6421700223713647,0.6749353397601693,0.5,6175,3199,5741,2765,17880
7467074,all_coloc_first600_10s_window50_10Hz.pkl,0.6085570469798658,0.6847439304535832,0.248006701777702,0.5731845260538421,0.8502237136465325,0.3668903803131991,0.7101104135094176,0.5,7601,5660,3280,1339,17880
7467074,all_coloc_first60_10s_window10_10Hz.pkl,0.6358506944444444,0.6279379157427938,0.2719475043226512,0.641885766092475,0.6145833333333334,0.6571180555555556,0.630308076602831,0.5,708,395,757,444,2304
7467074,all_coloc_first60_10s_window1_10Hz.pkl,0.6403508771929824,0.6286231884057971,0.28126328324001965,0.649812734082397,0.6087719298245614,0.6719298245614035,0.6320132013201321,0.5,694,374,766,446,2280
7467074,all_coloc_first60_10s_window5_10Hz.pkl,0.6410590277777778,0.6246028143440763,0.2832086197779403,0.6546146527117032,0.5972222222222222,0.6848958333333334,0.6296887470071828,0.5,688,363,789,464,2304
7467074,all_coloc_first60_10s_window50_10Hz.pkl,0.5993923611111112,0.6546950991395436,0.20984082946825214,0.5752794214332676,0.7595486111111112,0.4392361111111111,0.6462324393358876,0.5,875,646,506,277,2304
7467074,all_coloc_first60_5s_window10_20Hz.pkl,0.5802951388888888,0.6188411509657076,0.16397932184634845,0.5667870036101083,0.6814236111111112,0.4791666666666667,0.6006528835690969,0.5,1570,1200,1104,734,4608
7467074,all_coloc_first60_5s_window1_20Hz.pkl,0.5864035087719298,0.6047778709136631,0.17355891865203601,0.5790529695024077,0.6328947368421053,0.5399122807017543,0.5952611218568665,0.5,1443,1049,1231,837,4560
7467074,all_coloc_first60_5s_window50_20Hz.pkl,0.5596788194444444,0.6595066286289646,0.14734742575108453,0.5376196990424077,0.8528645833333334,0.2664930555555556,0.6442812172088143,0.5,1965,1690,614,339,4608
